amfi_code,month,aum_crores,folio_count
104970,2024-02,5037.2,234106
104970,2024-03,5153.44,190988
104970,2024-04,5837.91,72298
104970,2024-05,5644.24,181113
104970,2024-06,5923.28,164434
105074,2023-01,256.92,151583
105074,2023-02,233.77,397867
105074,2023-03,248.38,97564
105074,2023-04,234.77,239430
105074,2023-05,242.32,211264
105074,2023-06,256.94,134911
105074,2023-07,236.6,335585
105074,2023-08,240.58,280908
105074,2023-09,241.52,269964
105074,2023-10,209.92,141560
105074,2023-11,214.67,312265
105074,2023-12,209.76,218907
105074,2024-01,211.51,394594
105074,2024-02,211.5,5969
105074,2024-03,216.58,356846
105074,2024-04,219.41,114732
105074,2024-05,199.1,399038
105074,2024-06,181.64,178388
105100,2023-01,849.78,45201
105100,2023-02,798.48,392129
105100,2023-03,874.53,89771
105100,2023-04,883.99,425382
105100,2023-05,921.79,335414
105100,2023-06,893.81,37877
105100,2023-07,880.81,231700
105100,2023-08,876.75,243568
105100,2023-09,845.5,251229
105100,2023-10,803.47,26522
105100,2023-11,780.93,272125
105100,2023-12,798.25,10737
105100,2024-01,857.66,93281
105100,2024-02,908.79,166660
105100,2024-03,928.02,318759
105100,2024-04,893.6,353230
105100,2024-05,912.19,187393
105100,2024-06,927.08,442748
105260,2023-01,1711.58,163143
105260,2023-02,1742.57,182064
105260,2023-03,1779.09,84618
105260,2023-04,1804.63,232991
105260,2023-05,1985.09,54614
105260,2023-06,1946.99,170568
105260,2023-07,1978.17,443842
105260,2023-08,1986.31,146919
105260,2023-09,2091.93,199132
105260,2023-10,2110.05,320528
105260,2023-11,2147.52,281442
105260,2023-12,2047.73,96885
105260,2024-01,2247.67,204267
105260,2024-02,2546.48,451907
105260,2024-03,2700.58,146660
105260,2024-04,2659.17,366125
105260,2024-05,2697.55,403638
105260,2024-06,2499.32,96315
105369,2023-01,2254.56,387827
105369,2023-02,2441.05,173891
105369,2023-03,2577.6,371720
105369,2023-04,2622.02,348204
105369,2023-05,2697.95,397895
105369,2023-06,2955.71,37797
105369,2023-07,2975.22,288357
105369,2023-08,3033.88,409882
105369,2023-09,3183.13,286923
105369,2023-10,3393.54,446562
105369,2023-11,3415.47,443605
105369,2023-12,3373.55,275077
105369,2024-01,3274.73,35573
105369,2024-02,3247.94,284589
105369,2024-03,3563.08,21646
105369,2024-04,3540.81,363658
105369,2024-05,3437.81,107982
105369,2024-06,3421.69,405192
105484,2023-01,69.68,56106
105484,2023-02,70.97,128687
105484,2023-03,70.94,402599
105484,2023-04,70.39,369385
105484,2023-05,67.57,184853
105484,2023-06,62.07,165138
105484,2023-07,61.91,478934
105484,2023-08,65.1,333505
105484,2023-09,62.32,224837
105484,2023-10,67.04,334105
105484,2023-11,66.91,224721
105484,2023-12,66.61,489639
105484,2024-01,64.51,118043
105484,2024-02,74.79,460092
105484,2024-03,71.21,155303
105484,2024-04,68.23,122102
105484,2024-05,65.63,424242
105484,2024-06,62.4,412337
105521,2023-01,1105.35,371868
105521,2023-02,1052.86,312187
105521,2023-03,1085.58,277434
105521,2023-04,1113.52,78783
105521,2023-05,1103.44,278093
105521,2023-06,1151.88,89738
105521,2023-07,1132.4,100845
105521,2023-08,1122.35,72800
105521,2023-09,1153.88,116871
105521,2023-10,1279.19,367110
105521,2023-11,1261.34,469898
105521,2023-12,1328.83,99653
105521,2024-01,1296.95,116751
105521,2024-02,1299.91,201148
105521,2024-03,1318.46,207362
105521,2024-04,1314.57,480656
105521,2024-05,1379.99,442516
105521,2024-06,1388.81,147272
105689,2023-01,1065.38,473073
105689,2023-02,1163.43,323491
105689,2023-03,1150.27,322124
105689,2023-04,1139.5,475264
105689,2023-05,1143.86,182354
105689,2023-06,1235.37,386490
105689,2023-07,1315.79,176543
105689,2023-08,1352.69,409244
105689,2023-09,1389.81,237419
105689,2023-10,1383.42,205410
105689,2023-11,1359.61,400734
105689,2023-12,1477.55,66075
105689,2024-01,1506.1,431638
105689,2024-02,1688.65,57851
105689,2024-03,1812.36,101788
105689,2024-04,1857.12,78331
105689,2024-05,2029.63,351275
105689,2024-06,1985.88,205444
105770,2023-01,3991.06,64203
105770,2023-02,3801.36,328973
105770,2023-03,4281.67,435912
105770,2023-04,4433.87,295662
105770,2023-05,4556.88,460762
105770,2023-06,4566.84,488495
105770,2023-07,4626.43,105363
105770,2023-08,4720.09,110034
105770,2023-09,5022.53,126933
105770,2023-10,5319.55,320462
105770,2023-11,5480.73,121558
105770,2023-12,5682.82,217789
105770,2024-01,5445.05,257785
105770,2024-02,5516.17,430608
105770,2024-03,5411.82,477631
105770,2024-04,5214.0,451084
105770,2024-05,5073.15,256975
105770,2024-06,4942.28,294908
105835,2023-01,1597.75,187156
105835,2023-02,1551.4,237708
105835,2023-03,1667.26,105980
105835,2023-04,1841.02,296168
105835,2023-05,1893.81,427873
105835,2023-06,2204.5,418591
105835,2023-07,2060.86,471899
105835,2023-08,2150.31,302950
105835,2023-09,2297.57,2910
105835,2023-10,2342.45,225273
105835,2023-11,2504.06,491268
105835,2023-12,2478.32,2221
105835,2024-01,2391.41,5328
105835,2024-02,2683.29,479339
105835,2024-03,2545.84,363187
105835,2024-04,2307.34,30622
105835,2024-05,2384.74,103418
105835,2024-06,2490.09,110968
105977,2023-01,2013.61,275216
105977,2023-02,2013.52,151536
105977,2023-03,1971.33,113636
105977,2023-04,2024.04,17256
105977,2023-05,2285.44,445151
105977,2023-06,2209.4,266208
105977,2023-07,2284.87,119569
105977,2023-08,2336.47,85946
105977,2023-09,2544.32,156505
105977,2023-10,2611.91,50633
105977,2023-11,2572.64,119636
105977,2023-12,2416.59,270637
105977,2024-01,2584.81,182164
105977,2024-02,2566.31,90113
105977,2024-03,2447.17,96413
105977,2024-04,2426.94,13395
105977,2024-05,2420.01,456855
105977,2024-06,2328.27,19986
106076,2023-01,6622.72,397445
106076,2023-02,6587.06,345776
106076,2023-03,6872.26,105837
106076,2023-04,6752.55,154148
106076,2023-05,6701.66,475803
106076,2023-06,6961.98,255763
106076,2023-07,7398.78,485567
106076,2023-08,7939.26,255117
106076,2023-09,8417.46,162487
106076,2023-10,9257.08,208077
106076,2023-11,9427.12,6515
106076,2023-12,9086.81,362844
106076,2024-01,9543.53,402424
106076,2024-02,10271.7,274297
106076,2024-03,10497.81,8199
106076,2024-04,9817.43,494425
106076,2024-05,9470.59,372354
106076,2024-06,9738.28,342356
106110,2023-01,1438.28,319737
106110,2023-02,1511.9,381366
106110,2023-03,1649.56,235068
106110,2023-04,1657.79,102919
106110,2023-05,1601.81,211825
106110,2023-06,1549.36,239086
106110,2023-07,1581.19,383923
106110,2023-08,1500.3,383643
106110,2023-09,1529.94,121600
106110,2023-10,1583.54,53408
106110,2023-11,1664.78,14071
106110,2023-12,1818.19,421621
106110,2024-01,1821.97,28807
106110,2024-02,1900.45,96780
106110,2024-03,1887.9,248017
106110,2024-04,1926.5,196215
106110,2024-05,2031.45,434973
106110,2024-06,1920.26,325066
106292,2023-01,2328.16,484299
106292,2023-02,2314.68,81002
106292,2023-03,2445.27,7966
106292,2023-04,2321.1,271487
106292,2023-05,2638.22,426357
106292,2023-06,2836.05,82274
106292,2023-07,2862.42,72023
106292,2023-08,2846.16,486806
106292,2023-09,2834.19,92789
106292,2023-10,2706.72,1234
106292,2023-11,2948.98,149063
106292,2023-12,2700.96,417377
106292,2024-01,2811.15,163527
106292,2024-02,2901.7,113986
106292,2024-03,2888.21,171845
106292,2024-04,2825.17,140217
106292,2024-05,2647.73,405163
106292,2024-06,2525.47,309350
106346,2023-01,393.26,27579
106346,2023-02,389.74,431111
106346,2023-03,369.8,230046
106346,2023-04,388.16,492631
106346,2023-05,388.86,17489
106346,2023-06,426.4,198798
106346,2023-07,431.07,389707
106346,2023-08,413.83,75802
106346,2023-09,462.33,112816
106346,2023-10,498.16,158674
106346,2023-11,554.46,102751
106346,2023-12,507.37,125406
106346,2024-01,501.2,221166
106346,2024-02,526.79,205010
106346,2024-03,552.15,380134
106346,2024-04,584.27,113956
106346,2024-05,605.77,133556
106346,2024-06,569.57,210340
106490,2023-01,5439.76,38428
106490,2023-02,5428.25,355123
106490,2023-03,5453.24,397247
106490,2023-04,5869.37,248724
106490,2023-05,5938.69,165258
106490,2023-06,6130.26,143877
106490,2023-07,6095.49,113353
106490,2023-08,6150.11,429730
106490,2023-09,6081.51,61789
106490,2023-10,6319.41,96298
106490,2023-11,6395.74,384238
106490,2023-12,5749.43,112157
106490,2024-01,5528.19,125361
106490,2024-02,5560.63,384709
106490,2024-03,5939.56,366853
106490,2024-04,6275.26,138856
106490,2024-05,6329.6,239606
106490,2024-06,6830.34,367921
106543,2023-01,4561.25,43651
106543,2023-02,4701.52,151054
106543,2023-03,4740.21,449982
106543,2023-04,4754.74,50462
106543,2023-05,5079.26,355465
106543,2023-06,5451.22,79008
106543,2023-07,5597.98,334622
106543,2023-08,5690.98,495095
106543,2023-09,5792.08,444079
106543,2023-10,6001.45,29404
106543,2023-11,6535.26,147574
106543,2023-12,6560.58,204580
106543,2024-01,6597.32,338699
106543,2024-02,6512.32,179797
106543,2024-03,6502.81,320298
106543,2024-04,7131.58,494673
106543,2024-05,7276.21,16817
106543,2024-06,7097.22,178951
106692,2023-01,782.96,163706
106692,2023-02,767.81,138979
106692,2023-03,784.3,217278
106692,2023-04,822.72,496492
106692,2023-05,852.14,167266
106692,2023-06,869.07,479310
106692,2023-07,830.99,275453
106692,2023-08,921.71,249754
106692,2023-09,939.69,22769
106692,2023-10,954.3,243496
106692,2023-11,947.76,477896
106692,2023-12,921.93,269203
106692,2024-01,928.95,305515
106692,2024-02,999.79,415388
106692,2024-03,1032.58,204152
106692,2024-04,1045.37,466331
106692,2024-05,1002.69,79984
106692,2024-06,1066.17,346946
106731,2023-01,315.45,468651
106731,2023-02,319.71,127554
106731,2023-03,311.46,187856
106731,2023-04,323.78,327284
106731,2023-05,328.81,244039
106731,2023-06,334.45,302797
106731,2023-07,342.8,226717
106731,2023-08,325.55,452087
106731,2023-09,316.68,31086
106731,2023-10,341.52,178424
106731,2023-11,349.61,272409
106731,2023-12,351.08,4382
106731,2024-01,365.69,60271
106731,2024-02,371.9,383053
106731,2024-03,378.02,259691
106731,2024-04,379.32,108205
106731,2024-05,403.22,291196
106731,2024-06,420.01,117968
106837,2023-01,10379.27,98800
106837,2023-02,10597.37,497772
106837,2023-03,10399.17,228530
106837,2023-04,9750.09,445724
106837,2023-05,9946.15,141775
106837,2023-06,9914.24,180712
106837,2023-07,10189.52,397222
106837,2023-08,9918.56,13114
106837,2023-09,10172.75,134054
106837,2023-10,10879.21,27049
106837,2023-11,11763.94,225277
106837,2023-12,12293.36,237916
106837,2024-01,12603.81,487393
106837,2024-02,13856.07,491701
106837,2024-03,13854.12,35392
106837,2024-04,13809.1,230510
106837,2024-05,13202.8,354834
106837,2024-06,12456.02,310561
106971,2023-01,528.67,306572
106971,2023-02,536.25,34905
106971,2023-03,573.27,110153
106971,2023-04,558.56,272204
106971,2023-05,572.39,382626
106971,2023-06,566.49,445112
106971,2023-07,567.4,116245
106971,2023-08,585.51,106802
106971,2023-09,585.65,168517
106971,2023-10,576.6,70966
106971,2023-11,582.61,54617
106971,2023-12,589.76,196948
106971,2024-01,633.91,134572
106971,2024-02,632.82,218866
106971,2024-03,666.8,352895
106971,2024-04,687.43,86806
106971,2024-05,724.85,53621
106971,2024-06,718.02,64787
107091,2023-01,4745.39,370534
107091,2023-02,4727.37,457171
107091,2023-03,4926.5,239741
107091,2023-04,4843.47,333849
107091,2023-05,4863.4,403589
107091,2023-06,4808.85,5436
107091,2023-07,4837.24,27619
107091,2023-08,4794.61,279093
107091,2023-09,5069.7,157188
107091,2023-10,5363.09,106204
107091,2023-11,5445.63,394009
107091,2023-12,5759.81,56905
107091,2024-01,6094.92,173346
107091,2024-02,6286.46,486693
107091,2024-03,6092.36,462952
107091,2024-04,5854.65,92583
107091,2024-05,5826.71,385323
107091,2024-06,5978.35,289822
107163,2023-01,330.56,78497
107163,2023-02,346.35,451644
107163,2023-03,361.66,185984
107163,2023-04,389.29,216559
107163,2023-05,406.32,410910
107163,2023-06,469.16,469039
107163,2023-07,503.48,181082
107163,2023-08,540.08,78713
107163,2023-09,570.42,148498
107163,2023-10,567.57,336215
107163,2023-11,557.89,15491
107163,2023-12,548.59,241940
107163,2024-01,579.35,219222
107163,2024-02,587.14,133445
107163,2024-03,562.47,14478
107163,2024-04,597.07,40149
107163,2024-05,617.44,335179
107163,2024-06,570.73,137482
107297,2023-01,6356.84,77067
107297,2023-02,6573.71,178627
107297,2023-03,6358.13,35249
107297,2023-04,6407.95,299159
107297,2023-05,6525.03,46271
107297,2023-06,5795.66,292141
107297,2023-07,6053.64,367059
107297,2023-08,5845.53,8927
107297,2023-09,5950.22,115603
107297,2023-10,6347.94,180651
107297,2023-11,6563.97,193680
107297,2023-12,6948.22,208658
107297,2024-01,6484.36,473552
107297,2024-02,6716.5,124512
107297,2024-03,6759.54,329833
107297,2024-04,6566.28,18827
107297,2024-05,6500.64,491895
107297,2024-06,6941.98,75511
107329,2023-01,481.64,489215
107329,2023-02,452.71,74429
107329,2023-03,474.72,295539
107329,2023-04,490.5,59812
107329,2023-05,484.15,407635
107329,2023-06,501.14,26907
107329,2023-07,536.43,89143
107329,2023-08,548.75,242533
107329,2023-09,566.15,208570
107329,2023-10,551.95,440674
107329,2023-11,546.1,72066
107329,2023-12,564.75,477178
107329,2024-01,594.65,10386
107329,2024-02,573.39,423955
107329,2024-03,567.84,299027
107329,2024-04,546.75,142066
107329,2024-05,568.1,487923
107329,2024-06,616.17,324845
107452,2023-01,733.42,107722
107452,2023-02,718.07,16969
107452,2023-03,748.73,232435
107452,2023-04,728.05,303801
107452,2023-05,792.08,211673
107452,2023-06,803.78,195777
107452,2023-07,789.9,65882
107452,2023-08,833.12,313603
107452,2023-09,820.49,41029
107452,2023-10,812.45,128707
107452,2023-11,821.99,244417
107452,2023-12,823.68,299001
107452,2024-01,833.46,298364
107452,2024-02,852.31,81064
107452,2024-03,797.95,167865
107452,2024-04,824.14,280123
107452,2024-05,925.03,174318
107452,2024-06,966.48,343240
107503,2023-01,2788.44,231772
107503,2023-02,2876.29,222301
107503,2023-03,3005.01,489530
107503,2023-04,2712.61,189325
107503,2023-05,2974.81,214887
107503,2023-06,2467.83,398765
107503,2023-07,2304.89,143584
107503,2023-08,2300.26,184708
107503,2023-09,2220.1,160490
107503,2023-10,2343.54,201946
107503,2023-11,2458.82,241087
107503,2023-12,2356.28,329440
107503,2024-01,2370.36,395545
107503,2024-02,2605.98,415379
107503,2024-03,2604.9,452424
107503,2024-04,2548.56,381262
107503,2024-05,2531.76,289269
107503,2024-06,2545.13,282572
107690,2023-01,110.27,196940
107690,2023-02,115.59,92610
107690,2023-03,118.37,172226
107690,2023-04,116.12,40199
107690,2023-05,118.78,102918
107690,2023-06,116.58,349729
107690,2023-07,122.24,491989
107690,2023-08,116.76,218543
107690,2023-09,125.31,436485
107690,2023-10,108.63,424888
107690,2023-11,107.24,39853
107690,2023-12,112.72,464594
107690,2024-01,112.7,489466
107690,2024-02,115.92,12212
107690,2024-03,108.74,23064
107690,2024-04,109.57,489745
107690,2024-05,111.69,23465
107690,2024-06,110.9,454156
107742,2023-01,21.36,157363
107742,2023-02,22.05,92495
107742,2023-03,22.5,334696
107742,2023-04,23.47,491899
107742,2023-05,23.79,46197
107742,2023-06,24.1,372636
107742,2023-07,26.21,191963
107742,2023-08,28.32,410664
107742,2023-09,28.22,58334
107742,2023-10,28.67,402650
107742,2023-11,28.28,336956
107742,2023-12,29.02,200472
107742,2024-01,29.55,365194
107742,2024-02,29.05,391621
107742,2024-03,26.95,284853
107742,2024-04,24.76,258296
107742,2024-05,25.58,306831
107742,2024-06,26.28,54059
107802,2023-01,481.48,246153
107802,2023-02,450.25,272946
107802,2023-03,476.6,93419
107802,2023-04,468.57,397831
107802,2023-05,501.58,36223
107802,2023-06,481.62,268300
107802,2023-07,521.04,454437
107802,2023-08,501.15,295355
107802,2023-09,482.11,441428
107802,2023-10,474.33,154940
107802,2023-11,493.89,291955
107802,2023-12,454.21,386513
107802,2024-01,458.13,361414
107802,2024-02,449.74,204230
107802,2024-03,400.64,189601
107802,2024-04,392.14,110356
107802,2024-05,391.88,354852
107802,2024-06,384.02,397590
107910,2023-01,632.83,420295
107910,2023-02,652.44,244948
107910,2023-03,685.7,133920
107910,2023-04,693.87,76021
107910,2023-05,723.36,109921
107910,2023-06,689.28,407778
107910,2023-07,713.89,185053
107910,2023-08,701.11,380938
107910,2023-09,674.53,476353
107910,2023-10,696.09,73333
107910,2023-11,686.06,107385
107910,2023-12,727.28,445374
107910,2024-01,739.05,360954
107910,2024-02,774.37,174153
107910,2024-03,821.83,120753
107910,2024-04,791.13,169885
107910,2024-05,785.31,175119
107910,2024-06,815.03,132019
108089,2023-01,7926.65,334113
108089,2023-02,8531.68,216083
108089,2023-03,8752.77,115892
108089,2023-04,9108.83,13782
108089,2023-05,8933.75,225921
108089,2023-06,8486.52,229290
108089,2023-07,8601.05,275247
108089,2023-08,8858.3,10152
108089,2023-09,8751.62,155489
108089,2023-10,8616.16,323758
108089,2023-11,8141.34,453107
108089,2023-12,7829.44,48809
108089,2024-01,8340.46,130392
108089,2024-02,8193.01,445097
108089,2024-03,8256.95,213175
108089,2024-04,8322.61,442592
108089,2024-05,8116.15,70678
108089,2024-06,8082.33,478238
108124,2023-01,41.36,204617
108124,2023-02,41.75,205349
108124,2023-03,45.2,426471
108124,2023-04,46.57,213091
108124,2023-05,49.75,306699
108124,2023-06,55.58,140967
108124,2023-07,53.66,222656
108124,2023-08,53.92,250432
108124,2023-09,55.9,269221
108124,2023-10,58.58,123311
108124,2023-11,58.25,169218
108124,2023-12,62.88,213015
108124,2024-01,63.83,7312
108124,2024-02,67.09,497762
108124,2024-03,62.89,215462
108124,2024-04,62.83,449805
108124,2024-05,63.08,411195
108124,2024-06,57.07,358913
108200,2023-01,2952.52,59932
108200,2023-02,3041.55,135920
108200,2023-03,2818.97,350691
108200,2023-04,2757.21,102318
108200,2023-05,2795.27,237317
108200,2023-06,2804.65,394820
108200,2023-07,2796.63,432230
108200,2023-08,2718.03,174428
108200,2023-09,2776.02,10486
108200,2023-10,2880.7,484350
108200,2023-11,3111.11,39989
108200,2023-12,2900.6,103727
108200,2024-01,2926.58,398193
108200,2024-02,2880.57,85013
108200,2024-03,2957.19,311311
108200,2024-04,2977.1,78594
108200,2024-05,2848.41,364397
108200,2024-06,2822.64,37350
108320,2023-01,2069.81,141650
108320,2023-02,2208.07,25410
108320,2023-03,2304.02,344241
108320,2023-04,2405.5,463412
108320,2023-05,2540.66,481710
108320,2023-06,2487.73,37361
108320,2023-07,2439.35,446091
108320,2023-08,2427.71,401581
108320,2023-09,2468.94,387425
108320,2023-10,2489.48,341878
108320,2023-11,2528.12,45396
108320,2023-12,2616.59,390579
108320,2024-01,2559.89,468037
108320,2024-02,2911.63,495495
108320,2024-03,2911.63,277732
108320,2024-04,3023.33,261830
108320,2024-05,3163.01,443639
108320,2024-06,3251.47,302136
108433,2023-01,1615.78,290882
108433,2023-02,1611.37,231721
108433,2023-03,1699.87,254965
108433,2023-04,1716.46,23660
108433,2023-05,1699.16,30509
108433,2023-06,1577.05,48982
108433,2023-07,1515.48,251553
108433,2023-08,1483.45,485321
108433,2023-09,1619.53,102561
108433,2023-10,1708.65,68227
108433,2023-11,1777.9,241715
108433,2023-12,1686.78,64152
108433,2024-01,1660.71,379582
108433,2024-02,1702.16,231572
108433,2024-03,1735.67,338026
108433,2024-04,1823.13,19646
108433,2024-05,1889.1,402873
108433,2024-06,1808.66,61871
108550,2023-01,581.55,489860
108550,2023-02,566.47,3155
108550,2023-03,542.5,137282
108550,2023-04,546.93,311852
108550,2023-05,553.56,72117
108550,2023-06,538.09,49547
108550,2023-07,536.24,104555
108550,2023-08,546.56,469153
108550,2023-09,539.57,348347
108550,2023-10,566.2,497064
108550,2023-11,555.42,79394
108550,2023-12,556.67,296241
108550,2024-01,601.61,119561
108550,2024-02,556.83,382725
108550,2024-03,599.05,482284
108550,2024-04,607.06,393367
108550,2024-05,616.62,330567
108550,2024-06,610.32,165435
108653,2023-01,413.55,485315
108653,2023-02,397.44,433248
108653,2023-03,388.52,120825
108653,2023-04,381.71,84238
108653,2023-05,405.39,336031
108653,2023-06,426.84,161340
108653,2023-07,464.9,159718
108653,2023-08,488.75,476944
108653,2023-09,483.19,121878
108653,2023-10,552.49,313789
108653,2023-11,543.85,479732
108653,2023-12,543.45,317451
108653,2024-01,558.72,478797
108653,2024-02,522.44,298121
108653,2024-03,567.11,447004
108653,2024-04,583.66,321465
108653,2024-05,548.44,374432
108653,2024-06,531.19,90094
108718,2023-01,573.76,117620
108718,2023-02,561.88,259134
108718,2023-03,587.88,31302
108718,2023-04,578.6,227271
108718,2023-05,613.57,103398
108718,2023-06,609.66,23073
108718,2023-07,579.18,278355
108718,2023-08,594.84,239310
108718,2023-09,573.98,357915
108718,2023-10,587.3,125081
108718,2023-11,555.76,312053
108718,2023-12,579.16,301483
108718,2024-01,638.15,473046
108718,2024-02,642.35,149448
108718,2024-03,583.35,89830
108718,2024-04,621.54,367830
108718,2024-05,644.03,275571
108718,2024-06,679.95,147408
108826,2023-01,556.62,484101
108826,2023-02,554.61,481547
108826,2023-03,570.03,129859
108826,2023-04,551.56,276252
108826,2023-05,541.72,112840
108826,2023-06,536.36,368975
108826,2023-07,562.95,229366
108826,2023-08,567.87,443036
108826,2023-09,525.64,23105
108826,2023-10,535.46,384461
108826,2023-11,534.24,350193
108826,2023-12,508.74,124930
108826,2024-01,522.42,247737
108826,2024-02,544.62,146048
108826,2024-03,553.44,47323
108826,2024-04,554.64,166175
108826,2024-05,575.25,210906
108826,2024-06,613.13,143868
108980,2023-01,3620.65,458357
108980,2023-02,3727.33,132982
108980,2023-03,3733.93,250835
108980,2023-04,3798.4,148661
108980,2023-05,3768.0,39988
108980,2023-06,4024.32,288191
108980,2023-07,4077.07,450875
108980,2023-08,4115.56,497384
108980,2023-09,3888.55,266509
108980,2023-10,3990.06,84939
108980,2023-11,4194.75,318289
108980,2023-12,3958.52,257838
108980,2024-01,4247.95,442459
108980,2024-02,4140.05,406312
108980,2024-03,4241.27,240374
108980,2024-04,4472.17,258071
108980,2024-05,4503.33,19113
108980,2024-06,5017.98,143611
109005,2023-01,1256.83,320745
109005,2023-02,1255.52,194679
109005,2023-03,1285.65,410068
109005,2023-04,1273.31,377194
109005,2023-05,1357.37,37205
109005,2023-06,1283.76,66505
109005,2023-07,1439.52,303395
109005,2023-08,1464.95,336683
109005,2023-09,1376.22,389966
109005,2023-10,1360.17,493064
109005,2023-11,1398.94,219948
109005,2023-12,1545.33,78845
109005,2024-01,1427.09,269341
109005,2024-02,1404.84,104233
109005,2024-03,1330.76,385623
109005,2024-04,1290.54,67343
109005,2024-05,1359.27,451671
109005,2024-06,1449.73,215766
109183,2023-01,2604.62,296890
109183,2023-02,2848.18,182322
109183,2023-03,2818.58,249165
109183,2023-04,2910.83,460902
109183,2023-05,3073.52,184225
109183,2023-06,3379.14,363708
109183,2023-07,3258.98,424367
109183,2023-08,3649.82,19474
109183,2023-09,3797.62,494722
109183,2023-10,3621.21,269552
109183,2023-11,3528.51,109160
109183,2023-12,3585.29,483300
109183,2024-01,3705.95,489068
109183,2024-02,4039.77,467790
109183,2024-03,4180.16,470954
109183,2024-04,4202.37,351973
109183,2024-05,4281.5,306344
109183,2024-06,4301.76,376362
109261,2023-01,3389.53,397696
109261,2023-02,3292.05,142202
109261,2023-03,3470.05,144827
109261,2023-04,3365.2,297408
109261,2023-05,3451.18,378222
109261,2023-06,3314.5,98234
109261,2023-07,3318.02,413845
109261,2023-08,3481.07,180837
109261,2023-09,3704.23,44264
109261,2023-10,3244.27,66116
109261,2023-11,3358.74,417508
109261,2023-12,3440.47,16902
109261,2024-01,3411.86,263547
109261,2024-02,3189.29,118106
109261,2024-03,2760.23,135597
109261,2024-04,2856.27,89269
109261,2024-05,3052.06,144211
109261,2024-06,3123.31,198912
109317,2023-01,139.56,340445
109317,2023-02,150.3,382270
109317,2023-03,162.13,19037
109317,2023-04,158.02,434942
109317,2023-05,156.15,329557
109317,2023-06,150.34,206233
109317,2023-07,158.65,165130
109317,2023-08,162.23,302123
109317,2023-09,170.03,225542
109317,2023-10,162.82,52926
109317,2023-11,174.93,253931
109317,2023-12,165.71,188417
109317,2024-01,164.23,451797
109317,2024-02,173.56,94639
109317,2024-03,154.82,264601
109317,2024-04,149.5,65514
109317,2024-05,152.71,479799
109317,2024-06,162.42,430344
109471,2023-01,3884.56,108673
109471,2023-02,4066.92,295643
109471,2023-03,4270.8,213582
109471,2023-04,4170.15,443334
109471,2023-05,3960.67,465421
109471,2023-06,3994.16,164770
109471,2023-07,3985.28,388634
109471,2023-08,3929.91,74330
109471,2023-09,3924.45,376811
109471,2023-10,4196.02,314610
109471,2023-11,4306.53,213315
109471,2023-12,4415.16,47294
109471,2024-01,4318.04,49258
109471,2024-02,4553.68,28886
109471,2024-03,4975.12,144843
109471,2024-04,5100.78,117807
109471,2024-05,4951.24,181273
109471,2024-06,5029.6,162171
109511,2023-01,2200.17,98692
109511,2023-02,2337.84,498438
109511,2023-03,2327.24,16254
109511,2023-04,2306.01,377307
109511,2023-05,2438.62,180449
109511,2023-06,2331.22,156367
109511,2023-07,2326.23,481714
109511,2023-08,2593.41,498656
109511,2023-09,2722.36,28351
109511,2023-10,2853.7,219623
109511,2023-11,2795.42,169247
109511,2023-12,2805.33,1176
109511,2024-01,2834.62,383963
109511,2024-02,2899.77,239182
109511,2024-03,2939.69,307018
109511,2024-04,3118.41,381018
109511,2024-05,3279.13,241553
109511,2024-06,3409.77,248058
109653,2023-01,3197.39,404656
109653,2023-02,3302.17,291344
109653,2023-03,3236.18,427776
109653,2023-04,3305.39,189504
109653,2023-05,3558.45,211921
109653,2023-06,3503.18,132255
109653,2023-07,3838.89,420930
109653,2023-08,3662.81,130412
109653,2023-09,3760.64,378038
109653,2023-10,3798.54,487748
109653,2023-11,3726.0,280036
109653,2023-12,3845.27,416053
109653,2024-01,3697.7,85076
109653,2024-02,3821.2,285070
109653,2024-03,3568.1,341558
109653,2024-04,3900.16,254689
109653,2024-05,4032.88,338573
109653,2024-06,3981.47,454736
109701,2023-01,2446.62,489838
109701,2023-02,2461.67,430223
109701,2023-03,2394.95,22925
109701,2023-04,2525.53,361518
109701,2023-05,2512.33,493913
109701,2023-06,2537.25,221775
109701,2023-07,2716.98,40021
109701,2023-08,2809.36,69323
109701,2023-09,2887.89,352562
109701,2023-10,2801.41,11223
109701,2023-11,2618.48,62895
109701,2023-12,2621.87,434067
109701,2024-01,2520.53,289511
109701,2024-02,2523.16,143115
109701,2024-03,2536.89,401240
109701,2024-04,2655.4,379202
109701,2024-05,2718.16,29867
109701,2024-06,2864.42,416060
109820,2023-01,1286.42,361360
109820,2023-02,1317.39,250709
109820,2023-03,1308.09,337747
109820,2023-04,1359.45,399538
109820,2023-05,1304.31,230554
109820,2023-06,1462.73,498677
109820,2023-07,1509.62,77720
109820,2023-08,1460.14,331897
109820,2023-09,1447.72,97632
109820,2023-10,1438.63,339577
109820,2023-11,1468.18,125036
109820,2023-12,1478.77,483880
109820,2024-01,1521.28,185404
109820,2024-02,1463.87,322412
109820,2024-03,1690.82,387361
109820,2024-04,1830.06,494679
109820,2024-05,1854.04,372255
109820,2024-06,1855.39,320441
109940,2023-01,922.42,283256
109940,2023-02,932.61,436673
109940,2023-03,946.88,270292
109940,2023-04,928.41,218338
109940,2023-05,922.18,379821
109940,2023-06,914.85,100667
109940,2023-07,831.13,289046
109940,2023-08,842.39,129353
109940,2023-09,845.67,498344
