investor_id,n_sips,first_sip,last_sip,avg_sip_amount,avg_gap_days,at_risk,sip_tenure_months
INV001203,2,2024-07-03,2025-02-13,7218.0,225.0,False,7.5
INV001204,3,2024-02-18,2024-12-31,4089.6666666666665,158.5,False,10.6
INV001205,1,2024-03-20,2024-03-20,51165.0,,False,0.0
INV001206,6,2024-04-05,2025-05-28,12732.5,83.6,True,13.9
INV001207,5,2024-02-08,2024-10-26,15054.0,65.25,False,8.7
INV001208,7,2024-03-13,2025-01-18,9780.857142857143,51.833333333333336,True,10.4
INV001209,3,2024-04-23,2024-07-22,6060.0,45.0,False,3.0
INV001210,9,2024-03-04,2024-12-24,9343.333333333334,42.142857142857146,True,9.8
INV001211,1,2025-04-20,2025-04-20,435.0,,False,0.0
INV001212,5,2024-04-26,2025-03-08,8717.8,79.0,False,10.5
INV001213,3,2024-04-22,2025-05-29,20541.0,201.0,False,13.4
INV001214,1,2025-04-22,2025-04-22,473.0,,False,0.0
INV001215,4,2024-02-04,2025-05-29,13309.25,160.0,False,16.0
INV001216,2,2024-05-02,2025-04-29,5339.5,362.0,False,12.1
INV001217,8,2024-02-29,2025-04-25,12382.625,60.142857142857146,True,14.0
INV001218,5,2024-04-09,2025-05-06,2571.4,98.0,False,13.1
INV001219,8,2024-03-04,2025-02-23,11309.125,50.857142857142854,True,11.9
INV001220,7,2024-01-08,2025-04-15,2630.0,77.16666666666667,True,15.4
INV001221,5,2024-02-02,2025-04-29,8491.6,113.0,False,15.1
INV001222,5,2024-03-01,2025-02-07,13646.8,85.75,False,11.4
INV001223,7,2024-01-27,2025-03-27,11657.142857142857,70.83333333333333,True,14.2
INV001224,4,2024-11-23,2025-03-23,10834.5,40.0,False,4.0
INV001225,3,2024-03-07,2025-01-29,20561.333333333332,164.0,False,10.9
INV001226,1,2025-01-30,2025-01-30,2017.0,,False,0.0
INV001227,4,2024-08-30,2025-03-17,4117.25,66.33333333333333,False,6.6
INV001228,5,2024-02-20,2025-03-08,22754.4,95.5,False,12.7
INV001229,2,2024-04-19,2024-07-31,15890.5,103.0,False,3.4
INV001230,4,2024-02-29,2024-07-11,18328.5,44.333333333333336,False,4.4
INV001231,1,2024-12-13,2024-12-13,2826.0,,False,0.0
INV001232,4,2024-01-13,2025-03-27,15710.75,146.33333333333334,False,14.6
INV001233,3,2024-05-28,2024-12-10,6769.666666666667,98.0,False,6.5
INV001234,8,2024-01-27,2025-03-26,11387.875,60.57142857142857,True,14.1
INV001235,9,2024-02-03,2025-05-20,13996.222222222223,59.0,True,15.7
INV001236,4,2024-02-02,2025-04-17,9564.25,146.66666666666666,False,14.7
INV001237,6,2024-01-18,2025-05-22,11129.666666666666,98.0,True,16.3
INV001238,7,2024-03-27,2025-05-12,6508.571428571428,68.5,True,13.7
INV001239,1,2025-03-21,2025-03-21,2731.0,,False,0.0
INV001240,1,2024-12-22,2024-12-22,481.0,,False,0.0
INV001241,4,2024-12-25,2025-04-28,17165.0,41.333333333333336,False,4.1
INV001242,6,2024-01-19,2025-01-02,4443.0,69.8,True,11.6
INV001243,1,2024-07-12,2024-07-12,25235.0,,False,0.0
INV001244,5,2024-09-06,2025-02-24,11313.8,42.75,False,5.7
INV001245,1,2024-03-06,2024-03-06,16991.0,,False,0.0
INV001246,2,2024-01-14,2024-07-16,27186.5,184.0,False,6.1
INV001247,5,2024-07-07,2025-03-08,8542.6,61.0,False,8.1
INV001248,1,2024-08-07,2024-08-07,40902.0,,False,0.0
INV001249,4,2024-05-27,2025-05-20,17992.75,119.33333333333333,False,11.9
INV001250,2,2024-03-30,2025-03-18,3032.0,353.0,False,11.8
INV001251,6,2024-02-11,2025-03-27,23819.833333333332,82.0,True,13.7
INV001254,2,2024-05-25,2024-09-26,2922.5,124.0,False,4.1
INV001255,4,2024-04-27,2025-04-16,19892.75,118.0,False,11.8
INV001256,3,2024-03-11,2025-04-06,12264.666666666666,195.5,False,13.0
INV001257,5,2024-02-13,2025-04-21,9361.6,108.25,False,14.4
INV001258,2,2024-07-31,2024-09-27,8263.0,58.0,False,1.9
INV001259,5,2024-01-30,2025-05-05,14695.4,115.25,False,15.4
INV001260,5,2024-04-10,2025-04-03,8878.8,89.5,False,11.9
INV001261,5,2024-05-28,2025-01-27,8380.0,61.0,False,8.1
INV001262,7,2024-07-06,2025-04-01,19420.428571428572,44.833333333333336,True,9.0
INV001263,2,2024-07-02,2024-11-18,3864.5,139.0,False,4.6
INV001264,5,2024-02-06,2024-12-16,11547.0,78.5,False,10.5
INV001265,5,2024-04-15,2025-02-28,7972.4,79.75,False,10.6
INV001266,1,2025-04-28,2025-04-28,1087.0,,False,0.0
INV001267,2,2024-06-30,2025-04-19,5714.0,293.0,False,9.8
INV001269,5,2024-05-02,2025-05-27,8314.0,97.5,False,13.0
INV001270,1,2024-05-24,2024-05-24,17169.0,,False,0.0
INV001271,4,2024-06-10,2025-04-28,4256.25,107.33333333333333,False,10.7
INV001273,4,2024-02-17,2025-05-02,9349.0,146.66666666666666,False,14.7
INV001274,7,2024-03-06,2025-05-20,8087.0,73.33333333333333,True,14.7
INV001275,7,2024-02-11,2025-03-17,7382.285714285715,66.66666666666667,True,13.3
INV001276,3,2024-04-19,2025-03-01,2104.3333333333335,158.0,False,10.5
INV001277,2,2024-02-22,2025-04-17,13415.5,,False,14.0
INV001279,4,2024-02-02,2025-05-28,6199.75,32.0,False,16.0
INV001280,2,2024-03-07,2024-03-15,3675.0,8.0,False,0.3
INV001281,4,2024-02-04,2025-04-23,9129.75,148.0,False,14.8
INV001282,6,2024-06-18,2025-05-19,8395.666666666666,67.0,True,11.2
INV001284,5,2024-06-26,2025-04-16,6724.4,73.5,False,9.8
INV001285,1,2024-05-26,2024-05-26,1164.0,,False,0.0
INV001286,3,2025-03-09,2025-04-18,20588.666666666668,20.0,False,1.3
INV001287,6,2024-01-09,2025-04-14,12419.833333333334,92.2,True,15.4
INV001288,7,2024-04-08,2025-01-07,18177.14285714286,45.666666666666664,True,9.1
INV001289,3,2024-03-26,2025-03-03,23374.333333333332,171.0,False,11.4
INV001290,2,2024-03-07,2024-12-26,2723.0,294.0,False,9.8
INV001291,6,2024-03-27,2025-04-12,19679.333333333332,76.2,True,12.7
INV001292,2,2024-06-26,2024-10-20,7792.0,116.0,False,3.9
INV001294,1,2024-07-04,2024-07-04,8375.0,,False,0.0
INV001295,9,2024-01-05,2025-02-14,7427.0,50.75,True,13.5
INV001296,1,2025-05-21,2025-05-21,4479.0,,False,0.0
INV001297,2,2024-05-26,2025-01-28,5834.0,247.0,False,8.2
INV001298,7,2024-03-14,2025-05-19,1880.0,71.83333333333333,True,14.4
INV001299,9,2024-02-26,2025-04-11,7545.111111111111,51.25,True,13.7
INV001300,3,2024-01-17,2024-07-31,7952.333333333333,98.0,False,6.5
INV001301,1,2025-01-21,2025-01-21,1064.0,,False,0.0
INV001302,1,2024-11-09,2024-11-09,548.0,,False,0.0
INV001304,6,2024-01-06,2025-05-08,21267.5,97.6,True,16.3
INV001305,2,2024-07-23,2024-09-03,7076.5,42.0,False,1.4
INV001306,2,2024-08-25,2024-11-25,22487.5,92.0,False,3.1
INV001307,2,2024-05-24,2025-03-24,26922.5,304.0,False,10.1
INV001308,9,2024-01-29,2025-04-10,16138.666666666666,54.625,True,14.6
INV001309,1,2024-12-11,2024-12-11,10544.0,,False,0.0
INV001310,6,2024-02-03,2025-03-15,8143.5,81.2,True,13.5
INV001311,4,2024-01-07,2025-04-05,24157.0,151.33333333333334,False,15.1
INV001312,4,2024-02-27,2024-10-12,7886.0,76.0,False,7.6
INV001313,1,2024-01-19,2024-01-19,7398.0,,False,0.0
INV001314,10,2024-02-03,2025-05-02,19602.8,56.75,True,15.1
INV001315,7,2024-02-09,2024-12-16,8979.142857142857,51.833333333333336,True,10.4
INV001316,6,2024-02-05,2025-05-12,2472.5,92.4,True,15.4
INV001317,6,2024-01-24,2025-03-23,4932.0,84.8,True,14.1
INV001318,10,2024-01-27,2025-03-18,11266.3,46.22222222222222,True,13.9
INV001319,4,2024-10-06,2025-02-19,8533.75,45.333333333333336,False,4.5
INV001320,5,2024-03-15,2024-11-16,14907.4,61.5,False,8.2
INV001321,5,2024-02-26,2025-01-17,7064.2,81.5,False,10.9
INV001322,3,2024-01-15,2024-10-31,18900.0,145.0,False,9.7
INV001323,1,2025-04-12,2025-04-12,17888.0,,False,0.0
INV001324,1,2025-03-24,2025-03-24,8360.0,,False,0.0
INV001325,4,2024-01-18,2025-05-27,25356.0,29.0,False,16.5
INV001326,8,2024-01-29,2025-05-29,12885.25,69.42857142857143,True,16.2
INV001327,1,2024-01-07,2024-01-07,5741.0,,False,0.0
INV001328,2,2024-07-28,2024-10-07,1230.0,71.0,False,2.4
INV001329,6,2024-03-22,2025-02-26,10055.166666666666,68.2,True,11.4
INV001330,3,2024-06-26,2025-01-26,20160.666666666668,107.0,False,7.1
INV001331,6,2024-01-04,2025-04-19,5223.833333333333,94.2,True,15.7
INV001332,7,2024-02-03,2025-05-28,8141.714285714285,80.0,True,16.0
INV001333,7,2024-01-08,2025-04-24,1682.7142857142858,78.66666666666667,True,15.7
INV001334,5,2024-02-24,2025-04-03,5858.4,101.0,False,13.5
INV001335,1,2024-05-24,2024-05-24,4199.0,,False,0.0
INV001336,8,2024-02-10,2025-05-16,11856.5,65.85714285714286,True,15.4
INV001337,4,2024-03-06,2024-11-05,14473.5,81.33333333333333,False,8.1
INV001338,1,2024-10-19,2024-10-19,2983.0,,False,0.0
INV001339,1,2025-04-04,2025-04-04,2734.0,,False,0.0
INV001340,1,2025-03-28,2025-03-28,1777.0,,False,0.0
INV001341,3,2024-05-04,2025-03-10,2404.6666666666665,155.0,False,10.3
INV001342,5,2024-03-04,2025-05-05,33287.2,106.75,False,14.2
INV001343,4,2024-02-28,2024-12-04,5294.0,93.33333333333333,False,9.3
INV001344,1,2024-03-12,2024-03-12,497.0,,False,0.0
INV001345,4,2024-05-24,2025-05-10,5796.75,117.0,False,11.7
INV001346,5,2024-01-29,2024-10-09,13604.4,63.5,False,8.5
INV001347,2,2024-05-08,2025-01-28,2687.0,265.0,False,8.8
INV001348,7,2024-03-07,2024-12-19,13003.142857142857,47.833333333333336,True,9.6
INV001349,1,2024-06-22,2024-06-22,439.0,,False,0.0
INV001350,2,2024-03-30,2025-05-15,23906.0,,False,13.7
INV001351,7,2024-01-26,2025-03-24,20901.14285714286,70.5,True,14.1
INV001352,4,2024-03-11,2024-05-20,1091.0,23.333333333333332,False,2.3
INV001353,5,2024-06-10,2025-03-29,13493.2,73.0,False,9.7
INV001354,4,2024-02-21,2025-03-21,12685.75,131.33333333333334,False,13.1
INV001355,6,2024-06-03,2025-03-31,6998.666666666667,60.2,True,10.0
INV001356,6,2024-03-05,2025-04-05,6641.166666666667,79.2,True,13.2
INV001357,4,2024-07-06,2024-12-13,19046.5,53.333333333333336,False,5.3
INV001358,1,2024-02-15,2024-02-15,3401.0,,False,0.0
INV001359,7,2024-03-10,2025-05-19,15693.714285714286,72.5,True,14.5
INV001360,1,2024-09-15,2024-09-15,8637.0,,False,0.0
INV001361,7,2024-01-28,2024-11-26,14238.42857142857,50.5,True,10.1
INV001362,3,2024-06-06,2024-08-04,2739.3333333333335,29.5,False,2.0
INV001363,5,2024-01-07,2024-11-06,23389.6,76.0,False,10.1
INV001365,3,2024-04-28,2024-08-07,2837.0,50.5,False,3.4
INV001366,5,2024-05-04,2025-04-22,7043.4,88.25,False,11.8
INV001367,6,2024-01-03,2025-05-12,11966.333333333334,99.0,True,16.5
INV001368,1,2024-04-27,2024-04-27,8539.0,,False,0.0
INV001369,4,2024-06-26,2025-05-10,17526.75,106.0,False,10.6
INV001370,5,2024-01-23,2025-03-09,11152.4,102.75,False,13.7
INV001371,1,2025-03-31,2025-03-31,538.0,,False,0.0
INV001372,3,2024-02-28,2025-02-23,14579.666666666666,180.5,False,12.0
INV001373,2,2024-07-25,2024-12-26,4508.5,154.0,False,5.1
INV001374,2,2025-02-08,2025-03-13,27624.5,33.0,False,1.1
INV001375,7,2024-02-04,2025-05-20,6673.714285714285,78.5,True,15.7
INV001376,7,2024-01-15,2025-05-01,9437.0,78.66666666666667,True,15.7
INV001377,4,2024-02-06,2024-06-19,7176.75,44.666666666666664,False,4.5
INV001378,1,2024-07-02,2024-07-02,1017.0,,False,0.0
INV001379,4,2024-04-05,2024-09-02,15974.75,50.0,False,5.0
INV001380,1,2024-12-14,2024-12-14,2399.0,,False,0.0
INV001382,3,2024-05-11,2025-03-10,2287.3333333333335,151.5,False,10.1
INV001383,8,2024-02-26,2025-03-25,10010.0,56.142857142857146,True,13.1
INV001384,4,2024-02-28,2025-02-09,25444.5,115.66666666666667,False,11.6
INV001385,3,2024-01-08,2025-04-25,2748.0,236.5,False,15.8
INV001386,2,2024-01-31,2024-08-19,4809.5,201.0,False,6.7
INV001387,9,2024-02-01,2025-05-04,12385.555555555555,57.25,True,15.3
INV001388,2,2024-05-04,2025-01-21,26459.5,262.0,False,8.7
INV001389,1,2024-08-12,2024-08-12,1101.0,,False,0.0
INV001390,3,2024-02-02,2025-03-18,9395.333333333334,10.0,False,13.7
INV001391,4,2024-07-26,2025-04-14,20574.0,87.33333333333333,False,8.7
INV001392,4,2024-12-11,2025-05-11,12109.25,50.333333333333336,False,5.0
INV001393,2,2024-09-15,2025-04-11,17569.0,208.0,False,6.9
INV001394,8,2024-02-06,2025-04-26,15889.375,63.57142857142857,True,14.8
INV001395,4,2024-04-01,2025-04-28,4832.25,130.66666666666666,False,13.1
INV001396,2,2024-09-19,2025-01-19,3380.5,122.0,False,4.1
INV001397,5,2024-01-26,2025-05-09,7441.0,117.25,False,15.6
INV001398,4,2024-01-10,2025-03-17,15983.75,144.0,False,14.4
INV001399,4,2024-03-12,2024-10-12,11404.5,71.33333333333333,False,7.1
INV001400,6,2024-01-01,2025-01-19,18648.833333333332,76.8,True,12.8
INV001401,6,2024-04-15,2025-03-24,6570.166666666667,68.6,True,11.4
INV001402,4,2024-03-28,2025-05-26,13053.5,141.33333333333334,False,14.1
INV001403,1,2025-04-28,2025-04-28,4398.0,,False,0.0
INV001404,2,2024-05-14,2024-12-01,28557.0,201.0,False,6.7
INV001405,4,2024-04-14,2025-05-10,18661.25,130.33333333333334,False,13.0
INV001406,10,2024-03-12,2025-05-15,7149.4,47.666666666666664,True,14.3
INV001407,6,2024-01-08,2024-08-21,8245.666666666666,45.2,True,7.5
INV001408,2,2024-07-09,2024-08-24,2614.0,46.0,False,1.5
INV001409,5,2024-10-15,2025-04-27,12281.4,48.5,False,6.5
INV001410,4,2024-02-11,2025-03-11,8129.25,131.33333333333334,False,13.1
INV001411,5,2024-01-03,2025-04-03,18637.8,114.0,False,15.2
INV001412,2,2024-08-04,2024-12-23,35151.5,141.0,False,4.7
INV001413,5,2024-05-26,2025-04-11,27429.4,80.0,False,10.7
INV001414,1,2024-02-27,2024-02-27,1876.0,,False,0.0
INV001415,8,2024-01-17,2025-05-08,6007.875,68.14285714285714,True,15.9
INV001416,2,2024-04-02,2025-01-30,33129.5,303.0,False,10.1
INV001417,1,2024-04-30,2024-04-30,892.0,,False,0.0
INV001418,6,2024-01-31,2025-04-18,4614.666666666667,88.6,True,14.8
INV001419,6,2024-01-11,2025-03-15,11238.0,85.8,True,14.3
INV001420,2,2024-05-19,2025-02-15,2919.5,272.0,False,9.1
INV001421,5,2024-03-12,2025-05-21,4385.6,108.75,False,14.5
INV001422,4,2024-01-22,2024-04-30,9361.25,33.0,False,3.3
INV001423,8,2024-02-03,2025-01-08,8048.0,48.57142857142857,True,11.3
INV001424,4,2024-01-18,2025-04-27,15693.5,155.0,False,15.5
INV001425,2,2024-01-23,2025-04-12,3525.5,,False,14.8
INV001426,1,2024-07-24,2024-07-24,5280.0,,False,0.0
INV001427,1,2025-03-02,2025-03-02,5328.0,,False,0.0
INV001428,6,2024-04-17,2025-05-19,12005.333333333334,79.4,True,13.2
INV001429,1,2024-09-17,2024-09-17,2146.0,,False,0.0
INV001430,1,2024-05-22,2024-05-22,560.0,,False,0.0
INV001431,3,2024-08-12,2024-11-19,9824.0,49.5,False,3.3
INV001432,6,2024-02-14,2025-02-05,3776.0,71.4,True,11.9
INV001433,3,2024-12-31,2025-05-23,10217.333333333334,71.5,False,4.8
INV001434,6,2024-04-09,2025-05-17,12186.0,80.6,True,13.4
INV001435,2,2024-10-02,2024-11-07,6251.5,36.0,False,1.2
INV001436,2,2025-01-20,2025-02-26,3116.0,37.0,False,1.2
INV001437,1,2024-10-16,2024-10-16,2674.0,,False,0.0
INV001438,1,2024-12-03,2024-12-03,7489.0,,False,0.0
INV001439,3,2024-04-29,2025-04-02,6899.666666666667,169.0,False,11.3
INV001440,2,2024-02-04,2024-09-17,32736.0,226.0,False,7.5
INV001441,2,2024-01-30,2024-03-30,2726.5,60.0,False,2.0
INV001442,9,2024-02-21,2025-05-23,7468.555555555556,57.125,True,15.2
INV001443,3,2024-08-05,2025-03-01,10415.333333333334,104.0,False,6.9
INV001444,3,2024-08-29,2024-12-15,9094.0,54.0,False,3.6
INV001445,4,2024-10-06,2025-04-23,15100.75,66.33333333333333,False,6.6
INV001446,2,2024-08-16,2025-01-02,27873.5,139.0,False,4.6
INV001447,3,2024-02-22,2025-01-18,21021.333333333332,165.5,False,11.0
INV001448,2,2024-10-03,2025-01-07,3702.5,96.0,False,3.2
INV001449,4,2024-02-16,2024-08-29,5552.0,65.0,False,6.5
INV001450,3,2024-07-03,2024-11-22,4086.3333333333335,71.0,False,4.7
INV001451,1,2024-11-16,2024-11-16,26908.0,,False,0.0
INV001452,3,2024-05-05,2024-07-25,5820.0,40.5,False,2.7
INV001453,3,2024-05-10,2025-03-02,11176.666666666666,148.0,False,9.9
INV001454,7,2024-01-03,2025-03-16,5381.0,73.0,True,14.6
INV001455,8,2024-01-10,2025-04-07,5889.125,64.71428571428571,True,15.1
INV001456,5,2024-03-04,2025-04-27,4438.8,104.75,False,14.0
INV001457,6,2024-01-21,2024-08-27,14324.5,43.8,True,7.3
INV001458,7,2024-02-01,2025-01-25,11216.857142857143,59.833333333333336,True,12.0
INV001459,1,2024-05-25,2024-05-25,56290.0,,False,0.0
INV001460,4,2024-08-27,2025-04-15,11377.75,77.0,False,7.7
INV001461,2,2024-02-08,2024-03-22,2410.5,43.0,False,1.4
INV001462,5,2024-02-19,2025-01-04,15507.2,80.0,False,10.7
INV001463,2,2024-01-17,2024-03-28,3109.5,71.0,False,2.4
INV001464,1,2025-05-20,2025-05-20,2668.0,,False,0.0
INV001465,3,2024-03-20,2025-01-05,2179.3333333333335,145.5,False,9.7
INV001466,6,2024-02-25,2024-10-05,17092.5,55.75,True,7.4
INV001467,5,2024-01-11,2025-01-22,5943.0,94.25,False,12.6
INV001468,2,2024-01-21,2024-01-27,2375.5,6.0,False,0.2
INV001469,1,2025-02-17,2025-02-17,25070.0,,False,0.0
INV001470,3,2024-02-15,2025-04-24,25768.0,217.0,False,14.5
INV001472,6,2024-01-10,2025-02-08,19989.5,79.0,True,13.2
INV001473,3,2024-01-23,2025-05-02,33026.0,34.0,False,15.5
INV001474,1,2025-02-11,2025-02-11,28210.0,,False,0.0
INV001475,3,2024-09-14,2025-03-30,20195.0,98.5,False,6.6
INV001476,4,2024-01-07,2025-02-14,4914.75,18.5,False,13.5
INV001477,1,2024-12-10,2024-12-10,23944.0,,False,0.0
INV001478,4,2024-01-26,2025-05-18,8160.75,159.33333333333334,False,15.9
INV001479,2,2024-09-20,2025-04-12,9230.5,204.0,False,6.8
INV001480,4,2024-01-09,2024-10-22,4102.5,95.66666666666667,False,9.6
INV001481,5,2024-02-07,2024-12-02,8239.8,74.75,False,10.0
INV001482,6,2024-04-10,2025-05-18,14041.666666666666,80.6,True,13.4
INV001483,5,2024-02-29,2025-03-18,2928.0,95.75,False,12.8
INV001484,2,2024-04-12,2024-04-30,27197.5,18.0,False,0.6
INV001485,9,2024-02-05,2025-04-20,12581.111111111111,55.0,True,14.7
INV001486,1,2025-02-18,2025-02-18,9276.0,,False,0.0
INV001487,3,2024-07-12,2025-01-10,33580.666666666664,91.0,False,6.1
INV001488,3,2024-06-21,2025-05-03,3984.3333333333335,158.0,False,10.5
INV001489,4,2024-01-26,2025-01-02,16396.5,114.0,False,11.4
INV001491,6,2024-01-07,2025-05-15,6317.333333333333,98.8,True,16.5
INV001492,3,2024-01-06,2024-11-10,9928.333333333334,154.5,False,10.3
INV001494,3,2024-01-17,2025-04-04,3977.0,221.5,False,14.8
INV001495,2,2025-03-03,2025-03-19,41468.0,16.0,False,0.5
INV001496,5,2024-01-26,2025-02-07,8217.2,94.5,False,12.6
INV001497,9,2024-01-01,2025-05-19,8655.777777777777,63.0,True,16.8
INV001498,1,2024-06-28,2024-06-28,23803.0,,False,0.0
INV001499,3,2024-01-10,2024-09-11,15046.0,122.5,False,8.2
INV001500,3,2024-03-05,2024-10-06,4246.666666666667,107.5,False,7.2
INV001501,3,2024-02-04,2024-11-09,21656.666666666668,139.5,False,9.3
INV001502,1,2025-02-13,2025-02-13,2137.0,,False,0.0
INV001503,4,2024-08-22,2025-04-03,8279.75,74.66666666666667,False,7.5
INV001504,9,2024-03-21,2025-05-29,14644.888888888889,54.25,True,14.5
INV001505,2,2024-03-11,2025-01-01,22414.0,296.0,False,9.9
INV001506,3,2024-03-16,2024-11-09,19861.333333333332,119.0,False,7.9
INV001507,6,2024-02-01,2025-04-07,4000.6666666666665,86.2,True,14.4
INV001508,3,2024-01-03,2025-02-17,9718.0,38.0,False,13.7
INV001509,1,2025-04-05,2025-04-05,1882.0,,False,0.0
INV001510,7,2024-03-05,2025-04-10,16169.285714285714,66.83333333333333,True,13.4
INV001511,1,2024-12-28,2024-12-28,51115.0,,False,0.0
INV001512,5,2024-01-28,2025-03-21,17025.0,104.5,False,13.9
INV001513,3,2024-02-17,2024-07-24,20220.333333333332,79.0,False,5.3
INV001514,7,2024-02-27,2025-01-03,21436.571428571428,51.833333333333336,True,10.4
INV001515,4,2024-01-21,2025-02-13,1931.0,129.66666666666666,False,13.0
INV001516,6,2024-07-31,2025-05-11,17787.833333333332,56.8,True,9.5
INV001518,5,2024-06-28,2025-02-21,25284.6,59.5,False,7.9
INV001519,3,2024-03-05,2024-08-06,5051.0,77.0,False,5.1
INV001520,1,2025-02-23,2025-02-23,7441.0,,False,0.0
INV001521,5,2024-03-04,2025-02-19,2372.2,88.0,False,11.7
INV001522,2,2024-09-07,2025-03-31,15256.5,205.0,False,6.8
INV001524,5,2024-05-11,2025-05-27,28612.0,95.25,False,12.7
INV001525,5,2024-05-13,2024-11-26,6958.4,49.25,False,6.6
INV001526,6,2024-02-17,2024-10-26,7605.333333333333,50.4,True,8.4
INV001527,1,2024-03-01,2024-03-01,1824.0,,False,0.0
INV001528,5,2024-01-13,2025-05-07,28642.4,120.0,False,16.0
INV001529,1,2024-04-01,2024-04-01,514.0,,False,0.0
INV001530,7,2024-01-14,2025-02-05,2585.714285714286,64.66666666666667,True,12.9
INV001531,3,2024-04-11,2024-12-08,3206.0,120.5,False,8.0
INV001532,7,2024-03-07,2025-02-11,11822.42857142857,56.833333333333336,True,11.4
INV001534,5,2024-01-19,2025-04-11,5248.4,149.33333333333334,False,14.9
INV001535,3,2024-02-01,2025-04-28,22760.0,31.0,False,15.1
INV001536,7,2024-01-04,2025-02-21,15443.857142857143,69.0,True,13.8
INV001537,3,2024-11-27,2025-05-16,11270.0,85.0,False,5.7
INV001538,4,2024-01-12,2025-02-08,6760.5,131.0,False,13.1
INV001539,2,2024-01-12,2024-11-13,3785.0,306.0,False,10.2
INV001540,4,2024-01-01,2025-02-19,13944.25,138.33333333333334,False,13.8
INV001542,5,2024-07-04,2025-03-13,6188.4,63.0,False,8.4
INV001543,2,2024-04-27,2025-01-04,4673.5,252.0,False,8.4
INV001544,5,2024-02-29,2025-04-30,10532.4,106.5,False,14.2
INV001545,6,2024-01-29,2025-05-07,14331.0,92.8,True,15.5
INV001547,7,2024-02-28,2025-05-06,10772.142857142857,72.16666666666667,True,14.4
INV001548,6,2024-03-20,2025-04-27,11874.0,80.6,True,13.4
INV001549,5,2024-02-29,2024-09-16,21940.8,50.0,False,6.7
INV001550,7,2024-02-01,2025-05-20,12274.857142857143,79.0,True,15.8
INV001551,6,2024-07-01,2025-05-06,3034.1666666666665,61.8,True,10.3
INV001552,1,2024-12-29,2024-12-29,1102.0,,False,0.0
INV001553,4,2024-05-05,2025-03-01,8918.0,100.0,False,10.0
INV001554,2,2024-10-23,2024-10-28,29443.0,5.0,False,0.2
INV001555,2,2024-01-26,2024-08-12,30043.0,199.0,False,6.6
INV001556,2,2024-10-09,2025-02-14,5039.0,128.0,False,4.3
INV001557,2,2024-02-09,2025-02-14,4398.5,,False,12.4
INV001558,5,2024-04-10,2025-02-09,3648.0,76.25,False,10.2
INV001560,3,2024-01-22,2025-03-25,13403.666666666666,28.0,False,14.3
INV001561,4,2024-04-13,2025-03-10,14161.0,110.33333333333333,False,11.0
INV001562,10,2024-03-01,2025-04-03,6655.6,44.22222222222222,True,13.3
INV001563,1,2024-06-02,2024-06-02,41877.0,,False,0.0
INV001564,8,2024-03-23,2025-04-17,9286.0,55.714285714285715,True,13.0
INV001566,3,2024-06-04,2025-04-06,7731.0,153.0,False,10.2
INV001567,5,2024-08-01,2024-12-18,10048.4,34.75,False,4.6
INV001568,1,2025-05-25,2025-05-25,10735.0,,False,0.0
INV001569,6,2024-03-03,2025-04-24,14087.5,83.4,True,13.9
INV001570,2,2024-03-15,2025-01-13,3229.5,304.0,False,10.1
INV001571,1,2024-11-04,2024-11-04,2225.0,,False,0.0
INV001572,1,2025-05-26,2025-05-26,2256.0,,False,0.0
INV001573,5,2024-09-28,2025-03-20,13215.2,43.25,False,5.8
INV001574,5,2024-05-05,2025-01-16,7950.2,64.0,False,8.5
INV001575,4,2024-03-20,2025-02-18,9597.75,111.66666666666667,False,11.2
INV001576,5,2024-01-31,2025-04-27,10719.0,113.0,False,15.1
INV001577,1,2024-08-21,2024-08-21,837.0,,False,0.0
INV001578,1,2024-02-04,2024-02-04,3049.0,,False,0.0
INV001579,7,2024-01-04,2025-03-29,19122.14285714286,75.0,True,15.0
INV001580,7,2024-07-23,2025-04-23,12203.857142857143,45.666666666666664,True,9.1
INV001581,1,2025-02-18,2025-02-18,5541.0,,False,0.0
INV001582,1,2024-07-09,2024-07-09,920.0,,False,0.0
INV001583,3,2024-02-16,2024-08-16,3277.3333333333335,91.0,False,6.1
INV001584,3,2024-12-09,2025-03-14,10065.0,47.5,False,3.2
INV001585,6,2024-04-12,2025-01-20,10181.833333333334,56.6,True,9.4
INV001586,4,2024-09-03,2025-05-29,3692.5,89.33333333333333,False,8.9
INV001587,7,2024-04-10,2025-05-05,10350.285714285714,65.0,True,13.0
INV001588,3,2024-03-22,2024-08-18,4033.3333333333335,74.5,False,5.0
INV001589,1,2025-02-20,2025-02-20,24681.0,,False,0.0
INV001590,2,2024-03-28,2024-12-06,5445.0,253.0,False,8.4
INV001591,2,2025-01-28,2025-04-07,29208.5,69.0,False,2.3
INV001592,2,2024-09-07,2024-09-11,10086.0,4.0,False,0.1
INV001593,1,2025-01-29,2025-01-29,2684.0,,False,0.0
INV001594,2,2024-01-20,2024-05-21,3214.5,122.0,False,4.1
INV001595,4,2024-04-19,2025-05-19,9606.25,131.66666666666666,False,13.2
INV001596,1,2024-05-01,2024-05-01,8361.0,,False,0.0
INV001597,7,2024-06-19,2025-05-21,14155.857142857143,56.0,True,11.2
INV001598,5,2024-04-16,2025-05-15,22852.8,98.5,False,13.1
INV001599,6,2024-01-15,2024-11-01,8780.166666666666,58.2,True,9.7
INV001600,2,2024-01-30,2024-10-16,24114.0,260.0,False,8.7
