nav_date,amfi_code,nav,change_pct,daily_return_pct
2024-08-06,101198,72.1961,-0.9123,-0.7779
2024-08-07,101198,72.2791,1.7071,0.115
2024-08-08,101198,72.5603,-1.205,0.389
2024-08-09,101198,72.6019,0.156,0.0573
2024-08-12,101198,71.8425,-0.9406,-1.046
2024-08-13,101198,72.6078,-0.1683,1.0652
2024-08-14,101198,73.6207,-0.9512,1.395
2024-08-15,101198,73.9914,0.3115,0.5035
2024-08-16,101198,75.3884,-1.6851,1.8881
2024-08-19,101198,76.525,-0.696,1.5077
2024-08-20,101198,76.236,-0.5761,-0.3777
2024-08-21,101198,76.4484,-0.0241,0.2786
2024-08-22,101198,76.7362,-0.9772,0.3765
2024-08-23,101198,78.2636,-1.128,1.9905
2024-08-26,101198,77.9836,-0.7551,-0.3578
2024-08-27,101198,77.8283,0.9264,-0.1991
2024-08-28,101198,76.6702,0.0988,-1.488
2024-08-29,101198,75.9608,1.9636,-0.9253
2024-08-30,101198,78.1439,-0.2086,2.874
2024-09-02,101198,78.89,1.2227,0.9548
2024-09-03,101198,76.932,-1.7418,-2.4819
2024-09-04,101198,76.8067,-1.1103,-0.1629
2024-09-05,101198,77.1208,-0.674,0.4089
2024-09-06,101198,78.1421,-1.2754,1.3243
2024-09-09,101198,80.3365,-0.5712,2.8082
2024-09-10,101198,80.1355,-0.9917,-0.2502
2024-09-11,101198,80.9887,0.7686,1.0647
2024-09-12,101198,80.9033,0.7884,-0.1054
2024-09-13,101198,80.807,2.2451,-0.119
2024-09-16,101198,81.3608,1.1065,0.6853
2024-09-17,101198,81.8911,-0.2948,0.6518
2024-09-18,101198,82.3203,0.4112,0.5241
2024-09-19,101198,82.2303,-1.6902,-0.1093
2024-09-20,101198,81.3949,-0.4348,-1.0159
2024-09-23,101198,81.8279,-0.2405,0.532
2024-09-24,101198,82.5658,-1.0638,0.9018
2024-09-25,101198,83.6115,-0.4836,1.2665
2024-09-26,101198,83.5777,-0.776,-0.0404
2024-09-27,101198,83.7022,-1.6431,0.149
2024-09-30,101198,81.2594,0.2429,-2.9184
2024-10-01,101198,82.572,0.4418,1.6153
2024-10-02,101198,81.7109,1.2695,-1.0428
2024-10-03,101198,81.7408,-0.0447,0.0366
2024-10-04,101198,82.9241,1.1022,1.4476
2024-10-07,101198,85.4991,0.4762,3.1052
2024-10-08,101198,85.1731,0.1078,-0.3813
2024-10-09,101198,85.1046,0.6694,-0.0804
2024-10-10,101198,86.8852,-0.5252,2.0922
2024-10-11,101198,87.2815,-0.1873,0.4561
2024-10-14,101198,86.015,-0.4565,-1.4511
2024-10-15,101198,84.9598,-0.2044,-1.2268
2024-10-16,101198,84.7716,-0.5458,-0.2215
2024-10-17,101198,86.7136,0.0054,2.2909
2024-10-18,101198,86.3173,-0.9692,-0.457
2024-10-21,101198,83.9824,-0.7077,-2.705
2024-10-22,101198,83.1949,1.478,-0.9377
2024-10-23,101198,81.9703,-0.1746,-1.472
2024-10-24,101198,80.6987,1.5285,-1.5513
2024-10-25,101198,79.6824,-0.1516,-1.2594
2024-10-28,101198,78.9696,2.6742,-0.8946
2024-10-29,101198,78.3299,1.2077,-0.8101
2024-10-30,101198,78.4186,-0.0074,0.1132
2024-10-31,101198,79.3047,-0.3263,1.13
2024-11-01,101198,79.5727,0.7861,0.3379
2024-11-04,101198,78.1175,-0.0074,-1.8288
2024-11-05,101198,78.5381,1.4918,0.5384
2024-11-06,101198,78.1404,-0.5312,-0.5064
2024-11-07,101198,78.3221,0.2723,0.2325
2024-11-08,101198,77.0155,-0.237,-1.6682
2024-11-11,101198,75.6809,-0.321,-1.7329
2024-11-12,101198,75.1951,-1.0114,-0.6419
2024-11-13,101198,75.2585,-1.0989,0.0843
2024-11-14,101198,75.3279,0.2998,0.0922
2024-11-15,101198,76.2019,1.1164,1.1603
2024-11-18,101198,73.1638,0.1218,-3.9869
2024-11-19,101198,73.9722,-0.8114,1.1049
2024-11-20,101198,74.3592,-0.2336,0.5232
2024-11-21,101198,75.0669,-0.0736,0.9517
2024-11-22,101198,75.812,-1.1245,0.9926
2024-11-25,101198,75.7816,-0.4347,-0.0401
2024-11-26,101198,76.6651,0.4872,1.1659
2024-11-27,101198,76.9877,0.5491,0.4208
2024-11-28,101198,76.5365,-1.1127,-0.5861
2024-11-29,101198,76.4245,-1.4187,-0.1463
2024-12-02,101198,77.3332,0.3892,1.189
2024-12-03,101198,78.7504,0.0084,1.8326
2024-12-04,101198,78.0497,-0.5692,-0.8898
2024-12-05,101198,78.1679,0.8279,0.1514
2024-12-06,101198,78.9001,0.5669,0.9367
2024-12-09,101198,80.6372,0.3465,2.2016
2024-12-10,101198,80.9906,-0.0562,0.4383
2024-12-11,101198,82.3523,0.2028,1.6813
2024-12-12,101198,81.9039,1.0463,-0.5445
2024-12-13,101198,81.6746,0.5394,-0.28
2024-12-16,101198,80.613,-1.0245,-1.2998
2024-12-17,101198,80.5002,-1.465,-0.1399
2024-12-18,101198,80.5315,0.509,0.0389
2024-12-19,101198,80.0295,-0.5526,-0.6234
2024-12-20,101198,80.2149,0.4754,0.2317
2024-12-23,101198,81.6662,0.1547,1.8093
2024-12-24,101198,81.2204,-0.1606,-0.5459
2024-12-25,101198,82.1283,-0.8518,1.1178
2024-12-26,101198,81.6427,-0.1842,-0.5913
2024-12-27,101198,81.8817,0.1568,0.2927
2024-12-30,101198,83.0319,0.477,1.4047
2024-01-01,101243,81.0734,-0.7329,
2024-01-02,101243,81.3894,-0.1641,0.3898
2024-01-03,101243,81.9768,-0.5717,0.7217
2024-01-04,101243,82.6807,-0.1732,0.8587
2024-01-05,101243,83.1646,-1.4722,0.5853
2024-01-08,101243,83.6639,0.1402,0.6004
2024-01-09,101243,83.5798,0.2746,-0.1005
2024-01-10,101243,84.247,-1.0894,0.7983
2024-01-11,101243,83.6548,-0.4589,-0.7029
2024-01-12,101243,82.8816,-2.735,-0.9243
2024-01-15,101243,83.7559,1.82,1.0549
2024-01-16,101243,83.7155,-0.7255,-0.0482
2024-01-17,101243,83.7316,-0.6562,0.0192
2024-01-18,101243,84.9204,0.9716,1.4198
2024-01-19,101243,83.8459,0.5837,-1.2653
2024-01-22,101243,83.4077,0.3161,-0.5226
2024-01-23,101243,84.0788,0.7105,0.8046
2024-01-24,101243,84.0864,-0.8555,0.009
2024-01-25,101243,85.2306,-0.2876,1.3607
2024-01-26,101243,85.2717,-0.4508,0.0482
2024-01-29,101243,83.4226,0.4655,-2.1685
2024-01-30,101243,82.9648,0.7614,-0.5488
2024-01-31,101243,83.7006,1.3512,0.8869
2024-02-01,101243,82.999,0.8006,-0.8382
2024-02-02,101243,81.4288,0.0892,-1.8918
2024-02-05,101243,80.5778,0.7932,-1.0451
2024-02-06,101243,81.1865,1.9416,0.7554
2024-02-07,101243,81.4888,-0.4875,0.3724
2024-02-08,101243,82.8322,-0.329,1.6486
2024-02-09,101243,83.1806,0.7392,0.4206
2024-02-12,101243,83.9545,-0.6511,0.9304
2024-02-13,101243,84.4365,-0.5854,0.5741
2024-02-14,101243,85.0026,1.5888,0.6704
2024-02-15,101243,84.557,1.2013,-0.5242
2024-02-16,101243,85.685,-0.8055,1.334
2024-02-19,101243,86.8908,-0.9716,1.4072
2024-02-20,101243,85.8694,-0.5676,-1.1755
2024-02-21,101243,86.5641,-0.7351,0.809
2024-02-22,101243,85.722,-0.597,-0.9728
2024-02-23,101243,85.6206,0.8063,-0.1183
2024-02-26,101243,84.1943,-0.1699,-1.6658
2024-02-27,101243,84.3438,-1.1149,0.1776
2024-02-28,101243,85.4946,0.5446,1.3644
2024-02-29,101243,85.4583,-0.6927,-0.0425
2024-03-01,101243,86.0111,0.8386,0.6469
2024-03-04,101243,86.1048,1.1248,0.1089
2024-03-05,101243,84.796,-0.3359,-1.52
2024-03-06,101243,85.4456,-0.267,0.7661
2024-03-07,101243,84.8746,0.1004,-0.6683
2024-03-08,101243,85.8188,0.8441,1.1125
2024-03-11,101243,83.8768,-0.8268,-2.2629
2024-03-12,101243,84.1715,-0.1366,0.3513
2024-03-13,101243,84.5193,0.892,0.4132
2024-03-14,101243,84.7797,0.0907,0.3081
2024-03-15,101243,83.4395,0.4269,-1.5808
2024-03-18,101243,81.0876,2.2707,-2.8187
2024-03-19,101243,81.7399,-1.2624,0.8044
2024-03-20,101243,83.1475,-0.846,1.722
2024-03-21,101243,83.9806,0.7873,1.002
2024-03-22,101243,84.3488,0.0595,0.4384
2024-03-25,101243,85.2633,-1.6236,1.0842
2024-03-26,101243,83.7371,-0.3313,-1.79
2024-03-27,101243,83.1441,0.0883,-0.7082
2024-03-28,101243,82.6765,-0.9838,-0.5624
2024-03-29,101243,82.6653,0.4639,-0.0135
2024-04-01,101243,83.3084,-0.3001,0.778
2024-04-02,101243,84.1229,-2.1544,0.9777
2024-04-03,101243,84.236,0.1073,0.1344
2024-04-04,101243,85.0394,-0.8799,0.9537
2024-04-05,101243,85.4754,-1.6056,0.5127
2024-04-08,101243,85.6856,-0.8641,0.2459
2024-04-09,101243,85.742,-0.2571,0.0658
2024-04-10,101243,85.6443,1.0629,-0.1139
2024-04-11,101243,86.433,0.328,0.9209
2024-04-12,101243,86.3382,-0.907,-0.1097
2024-04-15,101243,87.9922,1.0618,1.9157
2024-04-16,101243,88.3392,0.9634,0.3944
2024-04-17,101243,88.753,-0.8938,0.4684
2024-04-18,101243,88.2376,-0.0228,-0.5807
2024-04-19,101243,86.359,1.3214,-2.129
2024-04-22,101243,86.7304,-0.5952,0.4301
2024-04-23,101243,86.71,-0.7894,-0.0235
2024-04-24,101243,87.489,-1.6269,0.8984
2024-04-25,101243,85.677,0.2492,-2.0711
2024-04-26,101243,84.6077,1.3293,-1.2481
2024-04-29,101243,82.8453,-0.2734,-2.083
2024-04-30,101243,83.3929,0.6157,0.661
2024-05-01,101243,84.5201,-0.9388,1.3517
2024-05-02,101243,84.7669,-0.1704,0.292
2024-05-03,101243,84.3856,0.6762,-0.4498
2024-05-06,101243,86.0523,0.9561,1.9751
2024-05-07,101243,85.594,0.0777,-0.5326
2024-05-08,101243,85.3433,0.1262,-0.2929
2024-05-09,101243,84.3333,-1.3254,-1.1835
2024-05-10,101243,84.8081,0.4436,0.563
2024-05-13,101243,86.1272,0.1419,1.5554
2024-05-14,101243,86.0748,0.8353,-0.0608
2024-05-15,101243,87.0062,-0.0192,1.0821
2024-05-16,101243,87.5177,-0.0859,0.5879
2024-05-17,101243,86.7469,-0.7497,-0.8807
2024-05-20,101243,86.575,0.0672,-0.1982
2024-05-21,101243,86.7888,-1.2466,0.247
2024-05-22,101243,87.0041,0.9181,0.2481
2024-05-23,101243,86.6506,0.614,-0.4063
2024-05-24,101243,86.8096,-0.144,0.1835
2024-05-27,101243,86.7673,0.8741,-0.0487
2024-05-28,101243,86.9535,0.4318,0.2146
2024-05-29,101243,87.1213,0.2227,0.193
2024-05-30,101243,87.4813,-0.6412,0.4132
2024-05-31,101243,88.395,0.7507,1.0445
2024-06-03,101243,89.4294,0.0371,1.1702
2024-06-04,101243,88.6496,-1.0878,-0.872
2024-06-05,101243,88.3052,1.0315,-0.3885
2024-06-06,101243,87.8596,-1.6796,-0.5046
2024-06-07,101243,88.6428,-0.722,0.8914
2024-06-10,101243,86.8301,-0.6173,-2.0449
2024-06-11,101243,88.23,-0.5583,1.6122
2024-06-12,101243,87.307,0.3892,-1.0461
2024-06-13,101243,87.8384,-1.3226,0.6087
2024-06-14,101243,87.6671,1.0063,-0.195
2024-06-17,101243,87.2614,0.9927,-0.4628
2024-06-18,101243,86.897,-1.1831,-0.4176
2024-06-19,101243,87.7685,0.9102,1.0029
2024-06-20,101243,88.0325,-0.8409,0.3008
2024-06-21,101243,88.2284,0.8958,0.2225
2024-06-24,101243,87.2634,0.531,-1.0938
2024-06-25,101243,87.3785,1.2648,0.1319
2024-06-26,101243,87.4595,0.9141,0.0927
2024-06-27,101243,87.3967,0.9098,-0.0718
2024-06-28,101243,88.4683,0.2734,1.2261
2024-07-01,101243,88.0726,0.8956,-0.4473
2024-07-02,101243,88.6342,0.1641,0.6377
2024-07-03,101243,88.9205,0.4608,0.323
2024-07-04,101243,89.646,0.5535,0.8159
2024-07-05,101243,89.476,-0.7206,-0.1896
2024-07-08,101243,90.9801,-0.6318,1.681
2024-07-09,101243,92.4266,1.3368,1.5899
2024-07-10,101243,93.0577,-0.1569,0.6828
2024-07-11,101243,93.9027,1.1432,0.908
2024-07-12,101243,94.4714,-0.4635,0.6056
2024-07-15,101243,95.9642,-0.7033,1.5802
2024-07-16,101243,96.3541,0.7781,0.4063
2024-07-17,101243,96.6935,-1.1136,0.3522
2024-07-18,101243,96.7423,0.6599,0.0505
2024-07-19,101243,96.7007,0.33,-0.043
2024-07-22,101243,96.8362,0.3567,0.1401
2024-07-23,101243,97.4562,1.47,0.6403
2024-07-24,101243,98.1706,0.9997,0.733
2024-07-25,101243,98.0115,1.3161,-0.1621
2024-07-26,101243,97.3875,-0.8189,-0.6367
2024-07-29,101243,99.922,1.2969,2.6025
2024-07-30,101243,100.6845,-0.427,0.7631
2024-07-31,101243,101.3431,0.3728,0.6541
2024-08-01,101243,101.7893,-0.2302,0.4403
2024-08-02,101243,102.8058,-0.2974,0.9986
2024-08-05,101243,106.1773,-0.7214,3.2795
2024-08-06,101243,105.9013,-1.4073,-0.2599
2024-08-07,101243,105.9754,-0.9302,0.07
2024-08-08,101243,105.6696,0.8535,-0.2886
2024-08-09,101243,105.26,-0.7241,-0.3876
2024-08-12,101243,105.9005,1.3439,0.6085
2024-08-13,101243,105.0386,1.0892,-0.8139
2024-08-14,101243,104.5966,0.1774,-0.4208
2024-08-15,101243,105.2748,0.1178,0.6484
2024-08-16,101243,105.5561,-1.7584,0.2672
2024-08-19,101243,105.0276,-0.4972,-0.5007
2024-08-20,101243,104.2582,0.0784,-0.7326
2024-08-21,101243,105.7445,-0.1247,1.4256
2024-08-22,101243,103.7894,-0.947,-1.8489
2024-08-23,101243,103.7495,1.484,-0.0384
2024-08-26,101243,104.3938,0.2928,0.621
2024-08-27,101243,105.0663,0.1713,0.6442
2024-08-28,101243,105.6867,1.4733,0.5905
2024-08-29,101243,105.5176,0.2676,-0.16
2024-08-30,101243,104.5199,0.9815,-0.9455
2024-09-02,101243,107.133,-0.7631,2.5001
2024-09-03,101243,106.6166,0.6589,-0.482
2024-09-04,101243,106.8197,-0.4993,0.1905
2024-09-05,101243,106.7055,0.4682,-0.1069
2024-09-06,101243,105.1372,-0.4098,-1.4697
2024-09-09,101243,105.7651,0.7962,0.5972
2024-09-10,101243,107.3324,-0.215,1.4819
2024-09-11,101243,107.8013,-0.8129,0.4369
2024-09-12,101243,107.3808,-1.5645,-0.3901
2024-09-13,101243,106.4959,-0.4493,-0.8241
2024-09-16,101243,107.447,-0.0687,0.8931
2024-09-17,101243,107.4331,0.9407,-0.0129
2024-09-18,101243,107.0042,1.2601,-0.3992
2024-09-19,101243,106.1694,-0.7975,-0.7802
2024-09-20,101243,105.8706,0.1429,-0.2814
2024-09-23,101243,107.2482,0.3939,1.3012
2024-09-24,101243,106.7208,0.5028,-0.4918
2024-09-25,101243,105.5948,0.8092,-1.0551
2024-09-26,101243,105.3744,-0.1931,-0.2087
2024-09-27,101243,105.53,0.1998,0.1477
2024-09-30,101243,106.0828,0.9399,0.5238
2024-10-01,101243,106.2669,0.596,0.1735
2024-10-02,101243,106.1952,-0.8693,-0.0675
2024-10-03,101243,106.7341,0.8375,0.5075
2024-10-04,101243,107.4445,1.5929,0.6656
2024-10-07,101243,107.4676,0.3493,0.0215
2024-10-08,101243,110.1413,0.0158,2.4879
2024-10-09,101243,108.8094,1.4219,-1.2093
2024-10-10,101243,106.481,0.4343,-2.1399
2024-10-11,101243,106.9514,-1.3725,0.4418
2024-10-14,101243,109.7278,1.4425,2.5959
2024-10-15,101243,111.3181,-0.1846,1.4493
2024-10-16,101243,111.7797,0.696,0.4147
2024-10-17,101243,112.0515,0.2867,0.2432
2024-10-18,101243,114.3008,0.3276,2.0074
2024-10-21,101243,115.2039,-0.0847,0.7901
2024-10-22,101243,116.0353,1.0129,0.7217
2024-10-23,101243,116.6765,0.4928,0.5526
2024-10-24,101243,116.1096,1.8257,-0.4859
2024-10-25,101243,114.4448,-1.5293,-1.4338
2024-10-28,101243,114.1789,0.6122,-0.2323
2024-10-29,101243,113.0292,-2.1526,-1.0069
2024-10-30,101243,112.4001,0.0328,-0.5566
2024-10-31,101243,111.9727,-0.182,-0.3802
2024-11-01,101243,113.2791,-0.2192,1.1667
2024-11-04,101243,115.2622,-0.4557,1.7506
2024-11-05,101243,115.2997,0.5986,0.0325
2024-11-06,101243,115.7512,-1.2168,0.3916
2024-11-07,101243,116.1442,-0.3244,0.3395
2024-11-08,101243,117.3276,0.643,1.0189
2024-11-11,101243,116.3413,-0.1446,-0.8406
2024-11-12,101243,115.9726,0.6725,-0.3169
2024-11-13,101243,117.0282,-1.2554,0.9102
2024-11-14,101243,117.5144,0.7028,0.4155
2024-11-15,101243,117.5672,-1.5521,0.0449
2024-11-18,101243,121.0906,-0.5544,2.9969
2024-11-19,101243,120.494,-1.1495,-0.4927
2024-11-20,101243,120.1515,-0.8666,-0.2842
2024-11-21,101243,118.8468,-1.1304,-1.0859
2024-11-22,101243,116.1804,-0.0156,-2.2436
2024-11-25,101243,116.8053,-0.5764,0.5379
2024-11-26,101243,117.5257,0.6536,0.6168
2024-11-27,101243,117.1981,0.1638,-0.2787
2024-11-28,101243,117.1195,-0.5168,-0.0671
2024-11-29,101243,115.8834,-0.7282,-1.0554
2024-12-02,101243,115.2054,-0.6451,-0.5851
2024-12-03,101243,116.3869,1.1179,1.0256
2024-12-04,101243,117.9105,0.524,1.3091
2024-12-05,101243,118.6906,-0.5113,0.6616
2024-12-06,101243,118.7276,0.5975,0.0312
2024-12-09,101243,116.9612,-0.523,-1.4878
2024-12-10,101243,118.4677,0.2741,1.288
2024-12-11,101243,118.5637,-2.6089,0.081
2024-12-12,101243,118.786,0.1862,0.1875
2024-12-13,101243,120.5687,-1.1557,1.5008
2024-12-16,101243,121.6555,0.9826,0.9014
2024-12-17,101243,122.1639,1.0788,0.4179
2024-12-18,101243,124.3075,0.157,1.7547
2024-12-19,101243,125.6845,-0.675,1.1077
2024-12-20,101243,125.1833,-0.8418,-0.3988
2024-12-23,101243,128.7339,1.1839,2.8363
2024-12-24,101243,128.2824,0.1783,-0.3507
2024-12-25,101243,126.8318,0.3541,-1.1308
2024-12-26,101243,128.2929,1.1873,1.152
2024-12-27,101243,130.2564,1.0216,1.5305
2024-12-30,101243,130.3628,0.3628,0.0817
2024-01-01,101394,545.53,0.6182,
2024-01-02,101394,549.0234,-0.8365,0.6404
2024-01-03,101394,550.8548,0.6592,0.3336
2024-01-04,101394,554.8572,1.6822,0.7266
2024-01-05,101394,556.1057,0.7653,0.225
2024-01-08,101394,541.8223,-0.5141,-2.5685
2024-01-09,101394,536.2659,-0.723,-1.0255
2024-01-10,101394,534.0769,0.8726,-0.4082
2024-01-11,101394,540.5527,0.4484,1.2125
2024-01-12,101394,539.6134,0.4221,-0.1738
2024-01-15,101394,542.3532,0.0435,0.5077
2024-01-16,101394,537.5869,-0.2251,-0.8788
2024-01-17,101394,531.0203,0.4362,-1.2215
2024-01-18,101394,529.7262,1.8302,-0.2437
2024-01-19,101394,535.2815,0.1358,1.0487
2024-01-22,101394,534.8961,-1.0401,-0.072
2024-01-23,101394,528.0286,-0.1147,-1.2839
2024-01-24,101394,524.9701,0.345,-0.5792
2024-01-25,101394,523.3191,-0.5555,-0.3145
2024-01-26,101394,522.3624,-1.4538,-0.1828
2024-01-29,101394,518.1688,0.5512,-0.8028
2024-01-30,101394,531.4551,0.4288,2.5641
2024-01-31,101394,536.7732,-0.2632,1.0007
2024-02-01,101394,539.2199,2.223,0.4558
2024-02-02,101394,537.263,1.5052,-0.3629
2024-02-05,101394,538.3151,-0.9311,0.1958
2024-02-06,101394,534.5841,0.1362,-0.6931
2024-02-07,101394,534.8064,0.5694,0.0416
2024-02-08,101394,549.9987,0.0332,2.8407
2024-02-09,101394,555.7388,1.1047,1.0437
2024-02-12,101394,554.2111,0.5188,-0.2749
2024-02-13,101394,551.1899,2.0963,-0.5451
2024-02-14,101394,548.727,-0.2375,-0.4468
2024-02-15,101394,556.6994,-0.7639,1.4529
2024-02-16,101394,557.3542,-0.4987,0.1176
2024-02-19,101394,568.6251,-0.6851,2.0222
2024-02-20,101394,556.6893,1.2913,-2.0991
2024-02-21,101394,559.3675,-0.5349,0.4811
2024-02-22,101394,556.2667,1.9702,-0.5543
2024-02-23,101394,555.8763,-0.2164,-0.0702
2024-02-26,101394,548.242,0.9202,-1.3734
2024-02-27,101394,556.7557,-0.5422,1.5529
2024-02-28,101394,565.8181,1.6546,1.6277
2024-02-29,101394,570.2743,-0.8547,0.7876
2024-03-01,101394,573.8602,-0.218,0.6288
2024-03-04,101394,559.6828,-0.3749,-2.4705
2024-03-05,101394,559.0173,0.2547,-0.1189
2024-03-06,101394,551.2497,0.0884,-1.3895
2024-03-07,101394,547.2201,-1.6073,-0.731
2024-03-08,101394,548.4808,-0.0193,0.2304
2024-03-11,101394,537.6152,-1.1492,-1.981
2024-03-12,101394,539.9519,-0.5809,0.4346
2024-03-13,101394,532.5821,-1.1314,-1.3649
2024-03-14,101394,529.279,-0.7195,-0.6202
2024-03-15,101394,519.4687,0.6678,-1.8535
2024-03-18,101394,524.3577,0.4003,0.9412
2024-03-19,101394,521.6187,0.3375,-0.5224
2024-03-20,101394,523.2809,0.3756,0.3187
2024-03-21,101394,519.284,-1.894,-0.7638
2024-03-22,101394,519.0783,0.8592,-0.0396
2024-03-25,101394,525.9495,0.8027,1.3237
2024-03-26,101394,528.1999,-0.4153,0.4279
2024-03-27,101394,530.3379,-0.554,0.4048
2024-03-28,101394,532.2883,-1.7118,0.3678
2024-03-29,101394,534.1949,-0.063,0.3582
2024-04-01,101394,525.397,1.2727,-1.6469
2024-04-02,101394,529.5975,-0.3589,0.7995
2024-04-03,101394,531.554,-0.1359,0.3694
2024-04-04,101394,525.9079,-0.6836,-1.0622
2024-04-05,101394,529.7344,0.3933,0.7276
2024-04-08,101394,526.7721,-0.791,-0.5592
2024-04-09,101394,528.7167,-0.1361,0.3692
2024-04-10,101394,531.3292,0.8353,0.4941
2024-04-11,101394,528.5482,-0.1329,-0.5234
2024-04-12,101394,530.5861,-0.5193,0.3856
2024-04-15,101394,528.405,-0.5109,-0.4111
2024-04-16,101394,525.6929,0.6194,-0.5133
2024-04-17,101394,525.806,0.2933,0.0215
2024-04-18,101394,520.0668,0.8795,-1.0915
2024-04-19,101394,511.4635,-2.0969,-1.6543
2024-04-22,101394,514.1539,0.698,0.526
2024-04-23,101394,521.8237,-2.558,1.4917
2024-04-24,101394,523.2162,1.4749,0.2669
2024-04-25,101394,517.6082,-0.0596,-1.0718
2024-04-26,101394,521.035,-0.3139,0.662
2024-04-29,101394,517.4041,0.0709,-0.6969
2024-04-30,101394,522.0307,1.0177,0.8942
2024-05-01,101394,525.8431,0.299,0.7303
2024-05-02,101394,531.0624,0.2056,0.9926
2024-05-03,101394,533.6777,-0.3037,0.4925
2024-05-06,101394,540.5349,-0.0053,1.2849
2024-05-07,101394,546.3843,-0.0349,1.0822
2024-05-08,101394,550.9698,-0.9666,0.8392
2024-05-09,101394,552.0021,0.178,0.1874
2024-05-10,101394,548.9417,-1.6187,-0.5544
2024-05-13,101394,557.6498,-0.9201,1.5863
2024-05-14,101394,547.882,0.266,-1.7516
2024-05-15,101394,541.6497,0.1963,-1.1375
2024-05-16,101394,541.6839,-0.3092,0.0063
2024-05-17,101394,541.4366,-0.5452,-0.0457
2024-05-20,101394,528.088,-0.2939,-2.4654
2024-05-21,101394,523.1153,0.2389,-0.9416
2024-05-22,101394,516.5812,-0.5068,-1.2491
2024-05-23,101394,519.6322,0.8441,0.5906
2024-05-24,101394,512.722,1.1083,-1.3298
2024-05-27,101394,522.6774,0.8408,1.9417
2024-05-28,101394,524.8496,-1.1167,0.4156
2024-05-29,101394,526.1556,0.7303,0.2488
2024-05-30,101394,528.8703,0.4905,0.516
2024-05-31,101394,526.8426,-0.3596,-0.3834
2024-06-03,101394,536.6811,0.8939,1.8674
2024-06-04,101394,534.3017,0.6456,-0.4434
2024-06-05,101394,542.7888,1.6165,1.5884
2024-06-06,101394,546.9746,1.4649,0.7712
2024-06-07,101394,548.2886,-0.0671,0.2402
2024-06-10,101394,545.5445,0.1776,-0.5005
2024-06-11,101394,552.4428,0.445,1.2645
2024-06-12,101394,552.4123,-0.1265,-0.0055
2024-06-13,101394,544.1582,-0.0328,-1.4942
2024-06-14,101394,532.689,0.3119,-2.1077
2024-06-17,101394,547.5355,-1.119,2.7871
2024-06-18,101394,553.7865,0.4508,1.1417
2024-06-19,101394,566.469,1.3031,2.2901
2024-06-20,101394,570.7839,-0.0037,0.7617
2024-06-21,101394,575.479,0.3424,0.8226
2024-06-24,101394,577.2182,0.4009,0.3022
2024-06-25,101394,580.5905,-0.8437,0.5842
2024-06-26,101394,574.8716,0.8885,-0.985
2024-06-27,101394,573.8586,-0.255,-0.1762
2024-06-28,101394,578.8188,0.4472,0.8644
2024-07-01,101394,569.1072,0.518,-1.6778
2024-07-02,101394,571.2831,1.4392,0.3823
2024-07-03,101394,562.2472,-0.4633,-1.5817
2024-07-04,101394,551.1307,0.4215,-1.9772
2024-07-05,101394,546.3119,2.0386,-0.8743
2024-07-08,101394,547.6688,0.763,0.2484
2024-07-09,101394,551.6928,0.1108,0.7348
2024-07-10,101394,553.6184,0.5363,0.349
2024-07-11,101394,557.0416,-1.2939,0.6183
2024-07-12,101394,559.7102,0.0378,0.4791
2024-07-15,101394,560.9632,0.5748,0.2239
2024-07-16,101394,560.7917,0.7206,-0.0306
2024-07-17,101394,554.9671,-0.1032,-1.0386
2024-07-18,101394,559.6287,-1.0025,0.84
2024-07-19,101394,557.715,0.976,-0.342
2024-07-22,101394,541.4272,-0.4067,-2.9205
2024-07-23,101394,542.6823,1.0001,0.2318
2024-07-24,101394,546.9188,-1.5027,0.7807
2024-07-25,101394,539.0879,0.3164,-1.4318
2024-07-26,101394,539.1255,0.3658,0.007
2024-07-29,101394,539.8131,1.4659,0.1275
2024-07-30,101394,542.5509,-0.3402,0.5072
2024-07-31,101394,544.6087,0.7986,0.3793
2024-08-01,101394,543.1603,-0.1717,-0.266
2024-08-02,101394,546.014,-0.713,0.5254
2024-08-05,101394,558.0546,-0.6295,2.2052
2024-08-06,101394,554.9522,0.7247,-0.5559
2024-08-07,101394,551.7376,-0.3192,-0.5793
2024-08-08,101394,545.9613,-1.2821,-1.0469
2024-08-09,101394,549.9153,-0.1507,0.7242
2024-08-12,101394,538.2568,0.9292,-2.1201
2024-08-13,101394,534.7511,0.2318,-0.6513
2024-08-14,101394,534.2667,0.5899,-0.0906
2024-08-15,101394,534.4969,-0.3624,0.0431
2024-08-16,101394,533.3924,0.497,-0.2066
2024-08-19,101394,544.0206,0.0271,1.9926
2024-08-20,101394,547.6752,0.7718,0.6718
2024-08-21,101394,557.0624,-0.6922,1.714
2024-08-22,101394,554.0102,0.8868,-0.5479
2024-08-23,101394,557.3729,0.4382,0.607
2024-08-26,101394,539.1272,-1.461,-3.2735
2024-08-27,101394,539.3183,-0.5143,0.0354
2024-08-28,101394,540.3298,1.6081,0.1876
2024-08-29,101394,541.1177,1.7128,0.1458
2024-08-30,101394,536.6599,-1.2511,-0.8238
2024-09-02,101394,528.9065,0.2888,-1.4448
2024-09-03,101394,523.3464,-0.3486,-1.0512
2024-09-04,101394,528.9816,-1.0483,1.0768
2024-09-05,101394,521.0944,-1.0245,-1.491
2024-09-06,101394,510.3558,0.0392,-2.0608
