amfi_code,nav_date,nav,change_pct,scheme_name,fund_house,category,sub_category,expense_ratio_pct,cagr_1yr_pct,cagr_3yr_pct,cagr_5yr_pct,alpha_ann,beta,sharpe_ratio,std_deviation,daily_return
100642,,214.1251,0.4771,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.013325490170096543
100642,,214.1894,-0.1825,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.00030029174533963143
100642,,210.416,1.6171,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.017617118307441948
100642,,208.542,0.5891,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.008906166831419648
100642,,208.3918,0.8209,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.0007202386090092716
100642,,208.622,-0.514,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.0011046499910265517
100642,,209.3319,-1.7078,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.0034028050732903825
100642,,202.5401,0.1548,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.03244512661472043
100642,,203.4899,-0.2609,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.004689441745116207
100642,,202.9478,0.2103,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.002664014282772742
100642,,202.3939,1.0655,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.0027292732416906995
100642,,203.9413,-0.94,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.007645487339292378
100642,,199.9246,0.3868,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.019695373129425042
100642,,200.6952,0.4958,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.0038544531288295936
100642,,201.0622,1.414,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.0018286436347256796
100642,,198.4137,-0.2073,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.013172540636678498
100642,,200.1272,0.1291,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.008635996405490065
100642,,198.8028,-0.9819,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.006617791084870039
100642,,197.0044,0.3473,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.009046150255428986
100642,,195.4785,0.0817,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.007745512282974376
100642,,196.7664,0.6776,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.006588448345981712
100642,,196.5069,0.0747,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.0013188227258312812
100642,,195.4242,-0.7418,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.005509730192680196
100642,,195.564,0.2709,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.0007153668788204559
100642,,206.9904,-0.6528,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.0584279315211389
100642,,206.4616,-0.864,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.0025547078511852783
100642,,207.9294,-0.2689,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.007109312337015616
100642,,205.5862,1.1295,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.011269209645196843
100642,,205.5808,-0.1156,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-2.6266354453685636e-05
100642,,205.2609,1.1693,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.0015560791669262386
100642,,202.6501,-0.1393,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.012719421964923594
100642,,201.945,0.9725,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.0034793962598588246
100642,,202.7508,-0.3737,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.00399019535021905
100642,,202.9113,-0.1817,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.0007916121662652209
100642,,204.1323,-0.7103,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.006017407606180525
100642,,205.36,-0.374,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.006014236845418575
100642,,205.5174,-0.438,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.0007664589014413359
100642,,208.2134,1.9361,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.013118110680652828
100642,,209.916,-0.3646,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.008177187443267231
100642,,227.9656,0.2398,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.08598487013853151
100642,,230.581,-0.4932,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.01147278361296622
100642,,234.8221,0.334,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.018393102640720693
100642,,238.131,1.2142,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.014091092788966586
100642,,237.9854,0.0024,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.0006114281634898022
100642,,239.5476,0.8852,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.0065642682282189835
100642,,240.4281,1.782,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.0036756786542633257
100642,,239.8355,-1.3034,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.0024647701329419958
100642,,239.5262,-0.7129,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.0012896339365940923
100642,,239.8191,0.655,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.0012228307383492787
100642,,237.7882,1.3929,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.008468466439912392
100642,,238.6781,0.2619,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.0037424060571551454
100642,,244.5254,-0.023,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.024498686724923502
100642,,241.2686,1.4173,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.013318861762418144
100642,,243.1426,0.9013,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.007767276802700396
100642,,240.6989,0.566,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.010050480664433037
100642,,241.537,0.5825,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.0034819436233402
100642,,234.8924,0.0007,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.02750965690556728
100642,,231.9571,1.5086,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.012496360035488596
100642,,230.9872,1.3125,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.004181376642491186
100642,,229.2267,1.0018,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.007621634445545089
100642,,226.3259,0.1617,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.012654721286830872
100642,,224.9602,-0.045,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.0060342187968766
100642,,226.6626,-1.3307,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.007567560839650822
100642,,222.4824,-1.0252,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.018442389701697537
100642,,232.3827,-1.1599,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.04449925027777479
100642,,235.036,0.0885,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.01141780347676491
100642,,234.3174,-0.4713,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.0030574039721574797
100642,,237.9755,1.2249,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.015611730072115915
100642,,240.102,1.2616,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.008935793810707304
100642,,236.6157,-1.3381,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.014520078966439254
100642,,235.4692,-0.3611,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.004845409666391576
100642,,229.1748,0.6445,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.02673130923279987
100642,,229.5406,-0.6343,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.0015961615325943423
100642,,234.0291,-0.823,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.019554274930012383
100642,,233.6852,-0.6291,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.0014694753772073188
100642,,233.2014,-0.9446,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.002070306549152412
100642,,230.1982,1.2243,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.012878138810487383
100642,,229.9011,0.8513,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.0012906269466920195
100642,,227.8896,-0.5036,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.008749414422114632
100642,,226.1721,-1.0045,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.007536544010784185
100642,,228.4528,0.4403,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.010083913975242664
100642,,231.6794,-0.2146,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.014123705203000325
100642,,232.5594,0.1086,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.0037983523783298168
100642,,232.9303,-0.1036,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.0015948613558514069
100642,,238.5254,-2.2725,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.024020490249658355
100642,,238.1112,1.454,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.001736502695310449
100642,,241.172,0.2045,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.012854498234438294
100642,,239.2073,-0.7432,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.008146468080871716
100642,,239.8616,-1.2649,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.0027352844164874046
100642,,234.6958,-1.3305,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.021536586097983257
100642,,239.858,0.2804,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.021995280699526942
100642,,239.4273,-0.5867,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.0017956457570729167
100642,,240.8239,-1.5371,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.005833085867818832
100642,,244.1954,0.0889,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.013999856326552207
100642,,244.9851,-1.1193,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.003233885650589574
100642,,249.5697,0.0865,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.01871379116525862
100642,,248.1999,1.2852,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.005488647059318508
100642,,252.1355,-0.4392,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.01585657367307558
100642,,252.8067,-0.627,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.002662060677691258
100642,,250.6981,0.4776,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.0083407599561246
100642,,256.1441,-1.5683,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.021723339746092973
100642,,258.8059,0.5056,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.010391806799376013
100642,,260.3426,-0.898,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.005937654435234974
100642,,259.684,1.145,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.0025297434995270596
100642,,275.7311,-1.1053,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.06179471973629491
100642,,274.2054,0.0586,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.00553328949835552
100642,,273.0079,0.4891,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.004367164176927174
100642,,279.833,0.1109,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.024999642867477467
100642,,284.2875,0.2937,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.015918422773582908
100642,,285.7799,0.4513,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.005249615266235574
100642,,287.7199,0.3075,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.006788441034516479
100642,,289.0875,0.1847,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.004753233961223957
100642,,288.1707,0.9856,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.0031713581528083346
100642,,287.557,1.2127,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.0021296405220933012
100642,,288.1845,1.0657,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.0021821760555298386
100642,,288.626,-1.0702,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.0015320046706188695
100642,,290.9555,-1.9924,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.008070998454747569
100642,,307.1873,-1.0418,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.05578791258457061
100642,,301.6037,-0.7569,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.018176532688688574
100642,,304.9569,-0.2587,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.011117900741933973
100642,,305.4885,0.4937,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.0017431971534336288
100642,,304.9765,-0.9078,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.001676004170369727
100642,,304.594,0.4421,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.0012541949953520648
100642,,307.2127,-2.8302,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.008597345975298154
100642,,307.4212,0.8672,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.0006786828799720812
100642,,310.6669,1.6356,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.01055782750181189
100642,,311.8662,-0.9173,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,0.003860404825876129
100642,,309.7614,-0.3101,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.006749048149494952
100642,,305.0501,1.0274,Axis ETF Direct Plan Growth,Axis,Other,ETF,0.603,10.41,10.76,14.63,-3.5806,0.8078,0.8231,12.7378,-0.015209448304404627
100711,2024-01-01,475.0864,0.235,Mirae Asset Corporate Bond Direct Plan Growth,Mirae Asset,Debt,Corporate Bond,0.5127,22.11,8.71,13.33,-1.6975,0.9977,1.5922,13.2981,
100711,2024-01-02,501.0883,-1.4655,Mirae Asset Corporate Bond Direct Plan Growth,Mirae Asset,Debt,Corporate Bond,0.5127,22.11,8.71,13.33,-1.6975,0.9977,1.5922,13.2981,0.05473088684500338
100711,2024-01-03,493.9954,0.5416,Mirae Asset Corporate Bond Direct Plan Growth,Mirae Asset,Debt,Corporate Bond,0.5127,22.11,8.71,13.33,-1.6975,0.9977,1.5922,13.2981,-0.01415499024822564
100711,2024-01-04,501.6556,0.5174,Mirae Asset Corporate Bond Direct Plan Growth,Mirae Asset,Debt,Corporate Bond,0.5127,22.11,8.71,13.33,-1.6975,0.9977,1.5922,13.2981,0.015506622126440828
100711,2024-01-05,531.6705,1.7453,Mirae Asset Corporate Bond Direct Plan Growth,Mirae Asset,Debt,Corporate Bond,0.5127,22.11,8.71,13.33,-1.6975,0.9977,1.5922,13.2981,0.05983168532355654
100711,2024-01-07,575.8666,-0.1646,Mirae Asset Corporate Bond Direct Plan Growth,Mirae Asset,Debt,Corporate Bond,0.5127,22.11,8.71,13.33,-1.6975,0.9977,1.5922,13.2981,0.08312686146777004
100711,2024-01-08,626.2098,-0.3216,Mirae Asset Corporate Bond Direct Plan Growth,Mirae Asset,Debt,Corporate Bond,0.5127,22.11,8.71,13.33,-1.6975,0.9977,1.5922,13.2981,0.08742163549683224
100711,2024-01-10,624.2851,-1.8467,Mirae Asset Corporate Bond Direct Plan Growth,Mirae Asset,Debt,Corporate Bond,0.5127,22.11,8.71,13.33,-1.6975,0.9977,1.5922,13.2981,-0.0030735705509558064
100711,2024-01-11,698.7393,0.1909,Mirae Asset Corporate Bond Direct Plan Growth,Mirae Asset,Debt,Corporate Bond,0.5127,22.11,8.71,13.33,-1.6975,0.9977,1.5922,13.2981,0.11926313794771004
100711,2024-02-01,477.6212,-0.2023,Mirae Asset Corporate Bond Direct Plan Growth,Mirae Asset,Debt,Corporate Bond,0.5127,22.11,8.71,13.33,-1.6975,0.9977,1.5922,13.2981,-0.31645293173004574
100711,2024-02-02,502.2306,0.52,Mirae Asset Corporate Bond Direct Plan Growth,Mirae Asset,Debt,Corporate Bond,0.5127,22.11,8.71,13.33,-1.6975,0.9977,1.5922,13.2981,0.051524932310374805
100711,2024-02-04,504.4316,-2.3766,Mirae Asset Corporate Bond Direct Plan Growth,Mirae Asset,Debt,Corporate Bond,0.5127,22.11,8.71,13.33,-1.6975,0.9977,1.5922,13.2981,0.004382449018438983
100711,2024-02-05,543.8407,-1.3385,Mirae Asset Corporate Bond Direct Plan Growth,Mirae Asset,Debt,Corporate Bond,0.5127,22.11,8.71,13.33,-1.6975,0.9977,1.5922,13.2981,0.07812575580118297
100711,2024-02-07,578.6316,-0.7408,Mirae Asset Corporate Bond Direct Plan Growth,Mirae Asset,Debt,Corporate Bond,0.5127,22.11,8.71,13.33,-1.6975,0.9977,1.5922,13.2981,0.06397259344510275
100711,2024-02-08,628.5068,0.068,Mirae Asset Corporate Bond Direct Plan Growth,Mirae Asset,Debt,Corporate Bond,0.5127,22.11,8.71,13.33,-1.6975,0.9977,1.5922,13.2981,0.0861950850938662
100711,2024-02-09,638.3009,-0.3549,Mirae Asset Corporate Bond Direct Plan Growth,Mirae Asset,Debt,Corporate Bond,0.5127,22.11,8.71,13.33,-1.6975,0.9977,1.5922,13.2981,0.015583124955847572
100711,2024-02-10,620.1164,0.4271,Mirae Asset Corporate Bond Direct Plan Growth,Mirae Asset,Debt,Corporate Bond,0.5127,22.11,8.71,13.33,-1.6975,0.9977,1.5922,13.2981,-0.028488914867580428
100711,2024-02-12,724.0912,-0.9604,Mirae Asset Corporate Bond Direct Plan Growth,Mirae Asset,Debt,Corporate Bond,0.5127,22.11,8.71,13.33,-1.6975,0.9977,1.5922,13.2981,0.16766981166761585
100711,2024-03-01,474.2056,0.1357,Mirae Asset Corporate Bond Direct Plan Growth,Mirae Asset,Debt,Corporate Bond,0.5127,22.11,8.71,13.33,-1.6975,0.9977,1.5922,13.2981,-0.34510238489295264
100711,2024-03-04,506.8558,0.6177,Mirae Asset Corporate Bond Direct Plan Growth,Mirae Asset,Debt,Corporate Bond,0.5127,22.11,8.71,13.33,-1.6975,0.9977,1.5922,13.2981,0.06885241338356196
100711,2024-03-05,544.2013,-0.3597,Mirae Asset Corporate Bond Direct Plan Growth,Mirae Asset,Debt,Corporate Bond,0.5127,22.11,8.71,13.33,-1.6975,0.9977,1.5922,13.2981,0.07368071944722732
100711,2024-03-06,545.4703,0.3337,Mirae Asset Corporate Bond Direct Plan Growth,Mirae Asset,Debt,Corporate Bond,0.5127,22.11,8.71,13.33,-1.6975,0.9977,1.5922,13.2981,0.0023318577151505426
