amfi_code,nav_date,nav,change_pct
101064,04-03-2024,752.6198,0.0857
101064,05-03-2024,756.5931,-0.9009
101064,06-03-2024,760.3738,0.6533
101064,07-03-2024,757.1582,0.0273
101064,08-03-2024,758.4513,-0.7833
101064,11-03-2024,759.9445,-0.8053
101064,12-03-2024,771.8412,-0.7893
101064,13-03-2024,771.7893,0.2595
101064,14-03-2024,776.4609,0.4276
101064,15-03-2024,784.414,0.6563
101064,18-03-2024,788.064,-0.1649
101064,19-03-2024,783.8915,0.5638
101064,20-03-2024,784.0358,-0.0905
101064,21-03-2024,777.4697,1.0735
101064,22-03-2024,781.5977,0.6361
101064,25-03-2024,785.5169,-0.5477
101064,26-03-2024,781.807,-1.2883
101064,27-03-2024,784.434,0.7628
101064,28-03-2024,780.0721,-0.0169
101064,29-03-2024,787.365,-1.0205
101064,01-04-2024,773.9874,0.3332
101064,02-04-2024,774.8676,-0.5865
101064,03-04-2024,778.8986,0.5258
101064,04-04-2024,784.0386,1.988
101064,05-04-2024,788.3472,0.0036
101064,08-04-2024,776.1441,2.4736
101064,09-04-2024,784.19,0.6722
101064,10-04-2024,787.7662,-0.985
101064,11-04-2024,780.3461,0.8767
101064,12-04-2024,779.195,0.5587
101064,15-04-2024,783.051,-0.1959
101064,16-04-2024,787.9214,-0.1491
101064,17-04-2024,784.8751,0.649
101064,18-04-2024,778.4764,-0.9113
101064,19-04-2024,777.6606,2.2193
101064,22-04-2024,757.8853,-0.6532
101064,23-04-2024,757.3676,-0.1537
101064,24-04-2024,761.1347,-0.4909
101064,25-04-2024,762.8833,0.3998
101064,26-04-2024,769.6026,-1.2493
101064,29-04-2024,787.0152,1.7662
101064,30-04-2024,789.0235,0.3834
101064,01-05-2024,783.1531,-0.6409
101064,02-05-2024,776.1045,0.7216
101064,03-05-2024,766.7066,0.6624
101064,06-05-2024,766.4156,0.5437
101064,07-05-2024,757.7234,0.3121
101064,08-05-2024,745.3655,-1.04
101064,09-05-2024,742.2178,1.3824
101064,10-05-2024,746.4324,0.9847
101064,13-05-2024,742.5666,-0.0773
101064,14-05-2024,743.3352,1.537
101064,15-05-2024,753.8079,-0.2296
101064,16-05-2024,754.1285,-2.3611
101064,17-05-2024,769.6717,-0.8837
101064,20-05-2024,761.8738,-1.144
101064,21-05-2024,771.1563,0.2644
101064,22-05-2024,777.6892,-0.8003
101064,23-05-2024,764.4618,-0.0308
101064,24-05-2024,757.9516,-0.6818
101064,27-05-2024,745.7976,0.602
101064,28-05-2024,753.089,0.2018
101064,29-05-2024,750.7908,1.1861
101064,30-05-2024,763.8002,0.009
101064,31-05-2024,774.5392,0.4579
101064,03-06-2024,768.9566,0.3136
101064,04-06-2024,772.0245,1.0329
101064,05-06-2024,795.1623,-0.9499
101064,06-06-2024,808.0812,1.0793
101064,07-06-2024,806.5812,0.4391
101064,10-06-2024,805.2985,-0.1583
101064,11-06-2024,796.8819,-1.0212
101064,12-06-2024,797.5546,-0.3816
101064,13-06-2024,797.7758,1.7315
101064,14-06-2024,791.1445,0.1003
101064,17-06-2024,807.6911,-0.3248
101064,18-06-2024,808.2247,-0.6948
101064,19-06-2024,814.1986,-0.339
101064,20-06-2024,828.3934,-0.5082
101064,21-06-2024,829.4127,0.3635
101064,24-06-2024,813.1774,1.0396
101064,25-06-2024,809.747,-0.6815
101064,26-06-2024,817.0803,-0.6627
101064,27-06-2024,816.2431,1.125
101064,28-06-2024,810.4449,0.472
101064,01-07-2024,795.6697,-0.8454
101064,02-07-2024,799.2864,-0.3074
101064,03-07-2024,808.7635,1.7494
101064,04-07-2024,804.9817,-0.309
101064,05-07-2024,806.4523,-0.5388
101064,08-07-2024,800.1564,0.3742
101064,09-07-2024,803.0941,0.1563
101064,10-07-2024,792.1889,0.7824
101064,11-07-2024,791.6091,1.6703
101064,12-07-2024,790.9797,0.4244
101064,15-07-2024,800.0713,0.9398
101064,16-07-2024,799.0081,0.0577
101064,17-07-2024,798.7289,0.587
101064,18-07-2024,793.529,-0.2097
101064,19-07-2024,788.2556,-0.8719
101064,22-07-2024,767.4103,-0.5168
101064,23-07-2024,766.6665,-0.2281
101064,24-07-2024,768.265,0.4004
101064,25-07-2024,761.1301,1.2777
101064,26-07-2024,769.7486,0.3668
101064,29-07-2024,792.9002,0.2327
101064,30-07-2024,793.9237,-1.3155
101064,31-07-2024,789.9783,0.7926
101064,01-08-2024,805.7878,0.0873
101064,02-08-2024,794.6113,1.5898
101064,05-08-2024,785.1645,0.005
101064,06-08-2024,783.126,-0.3161
101064,07-08-2024,775.575,0.9608
101064,08-08-2024,783.1615,0.0217
101064,09-08-2024,796.6117,0.2338
101064,12-08-2024,788.1606,-0.0136
101064,13-08-2024,799.823,0.6865
101064,14-08-2024,794.351,-2.3779
101064,15-08-2024,796.1258,-0.6485
101064,16-08-2024,799.4331,-0.1569
101064,19-08-2024,795.1659,0.3755
101064,20-08-2024,791.1817,-0.4804
101064,21-08-2024,793.3657,1.3521
101064,22-08-2024,805.8171,0.0903
101064,23-08-2024,795.225,-1.0187
101064,26-08-2024,797.2348,0.1026
101064,27-08-2024,798.312,0.7378
101064,28-08-2024,798.8986,-0.0691
101064,29-08-2024,796.6838,-1.5097
101064,30-08-2024,796.064,0.1975
101064,02-09-2024,797.086,-0.2076
101064,03-09-2024,792.0713,0.1831
101064,04-09-2024,792.9203,0.7212
101064,05-09-2024,811.782,-1.3345
101064,06-09-2024,827.3271,0.3574
101064,09-09-2024,814.0445,0.068
101064,10-09-2024,807.7014,-0.0296
101064,11-09-2024,803.4661,-0.5596
101064,12-09-2024,799.8324,0.1095
101064,13-09-2024,803.1577,-0.1389
101064,16-09-2024,787.9942,0.438
101064,17-09-2024,784.3161,0.4574
101064,18-09-2024,775.966,0.8515
101064,19-09-2024,775.2742,0.1057
101064,20-09-2024,772.4714,0.1866
101064,23-09-2024,769.9024,1.4565
101064,24-09-2024,760.9453,0.255
101064,25-09-2024,760.4807,-1.5754
101064,26-09-2024,751.6806,-0.1973
101064,27-09-2024,753.3719,0.0333
101064,30-09-2024,733.3284,0.3859
101064,01-10-2024,730.8602,-0.8461
101064,02-10-2024,719.6156,1.5999
101064,03-10-2024,726.7816,0.06
101064,04-10-2024,734.4029,-0.7851
101064,07-10-2024,737.5985,1.3239
101064,08-10-2024,730.675,0.5018
101064,09-10-2024,724.958,0.7026
101064,10-10-2024,725.5946,0.7788
101064,11-10-2024,716.0722,0.9386
101064,14-10-2024,719.3016,-1.8342
101064,15-10-2024,722.9469,-0.4677
101064,16-10-2024,721.7931,-0.2168
101064,17-10-2024,721.2358,-0.8777
101064,18-10-2024,722.6346,-0.8946
101064,21-10-2024,734.5867,0.6107
101064,22-10-2024,738.3771,0.5768
101064,23-10-2024,737.6001,0.1762
101064,24-10-2024,737.0866,-0.7431
101064,25-10-2024,735.0349,0.3127
101064,28-10-2024,726.2725,-0.9751
101064,29-10-2024,725.4504,-0.5435
101064,30-10-2024,720.8389,-0.3877
101064,31-10-2024,721.0761,-1.7464
101064,01-11-2024,713.4752,0.9372
101064,04-11-2024,732.2078,-0.25
101064,05-11-2024,736.6958,0.511
101064,06-11-2024,735.2389,-0.6133
101064,07-11-2024,723.5928,-0.0905
101064,08-11-2024,716.8884,-0.1721
101064,11-11-2024,725.6948,0.7223
101064,12-11-2024,723.6288,-1.0063
101064,13-11-2024,732.4175,0.6226
101064,14-11-2024,738.1033,-0.0584
101064,15-11-2024,733.4713,0.4729
101064,18-11-2024,759.4725,0.374
101064,19-11-2024,765.437,0.1102
101064,20-11-2024,764.1045,-0.4308
101064,21-11-2024,749.26,0.8225
101064,22-11-2024,745.1376,-0.006
101064,25-11-2024,748.1938,-0.7116
101064,26-11-2024,747.5102,1.0138
101064,27-11-2024,742.3651,0.6029
101064,28-11-2024,739.2837,-1.0109
101064,29-11-2024,730.7355,-0.8712
101064,02-12-2024,739.0741,-0.9139
101064,03-12-2024,735.6462,-0.4217
101064,04-12-2024,742.708,-0.3948
101064,05-12-2024,738.9446,-0.118
101064,06-12-2024,736.7101,0.9259
101064,09-12-2024,742.4323,-1.4668
101064,10-12-2024,750.0365,-0.2588
101064,11-12-2024,752.2175,-0.1071
101064,12-12-2024,752.1603,-1.0106
101064,13-12-2024,750.8671,-0.1229
101064,16-12-2024,736.7146,-0.8765
101064,17-12-2024,738.1125,1.1216
101064,18-12-2024,738.5114,-0.5746
101064,19-12-2024,733.2252,-0.426
101064,20-12-2024,726.7944,0.5823
101064,23-12-2024,735.6638,1.1582
101064,24-12-2024,734.9976,-1.6404
101064,25-12-2024,735.6129,0.2087
101064,26-12-2024,739.3331,0.5752
101064,27-12-2024,756.0556,0.2527
101064,30-12-2024,748.6007,1.5868
101198,01-01-2024,69.1194,-0.806
101198,02-01-2024,68.7331,-0.5732
101198,03-01-2024,69.0332,-0.3194
101198,04-01-2024,70.5121,-1.6147
101198,05-01-2024,69.9982,0.1932
101198,08-01-2024,69.1071,-0.3119
101198,09-01-2024,68.4234,-0.3727
101198,10-01-2024,69.7074,-1.337
101198,11-01-2024,69.9275,1.0899
101198,12-01-2024,69.933,0.7678
101198,15-01-2024,70.8435,0.4841
101198,16-01-2024,71.5767,0.3378
101198,17-01-2024,71.7108,0.8084
101198,18-01-2024,71.3371,-0.943
101198,19-01-2024,71.3543,0.7909
101198,22-01-2024,72.2745,-0.4679
101198,23-01-2024,73.2587,1.2017
101198,24-01-2024,73.0777,-0.5223
101198,25-01-2024,73.4378,-0.0701
101198,26-01-2024,72.9234,0.1777
101198,29-01-2024,72.9591,0.6235
101198,30-01-2024,73.2795,0.0569
101198,31-01-2024,72.9898,0.5464
101198,01-02-2024,74.4261,-1.328
101198,02-02-2024,74.9438,0.1478
101198,05-02-2024,74.4841,0.2759
101198,06-02-2024,72.8411,0.7161
101198,07-02-2024,72.3797,0.0436
101198,08-02-2024,71.8138,-0.7176
101198,09-02-2024,71.6011,0.166
101198,12-02-2024,72.0735,0.7081
101198,13-02-2024,72.1928,-0.7515
101198,14-02-2024,71.049,0.6064
101198,15-02-2024,71.256,-0.3219
101198,16-02-2024,71.4443,-0.9143
101198,19-02-2024,74.6862,-0.1036
101198,20-02-2024,74.9794,-0.0884
101198,21-02-2024,74.944,0.5932
101198,22-02-2024,75.2349,1.5029
101198,23-02-2024,75.4115,0.3811
101198,26-02-2024,74.5902,0.9251
101198,27-02-2024,76.7135,-0.3516
101198,28-02-2024,75.9346,0.0923
101198,29-02-2024,75.0401,-1.1952
101198,01-03-2024,74.9255,0.6013
101198,04-03-2024,75.9562,0.0327
101198,05-03-2024,75.6831,0.3145
101198,06-03-2024,74.2916,0.2222
101198,07-03-2024,75.0127,0.6425
101198,08-03-2024,74.6279,-1.4482
101198,11-03-2024,75.8986,-0.8209
101198,12-03-2024,75.9682,-0.3465
101198,13-03-2024,76.371,0.9053
101198,14-03-2024,74.9887,-1.045
101198,15-03-2024,74.7896,0.4796
101198,18-03-2024,73.3175,0.509
101198,19-03-2024,72.8114,-0.9386
101198,20-03-2024,73.2615,0.7213
101198,21-03-2024,73.6618,-0.636
101198,22-03-2024,72.6973,-0.8601
101198,25-03-2024,72.6462,0.0563
101198,26-03-2024,73.6402,0.3759
101198,27-03-2024,74.5281,0.335
101198,28-03-2024,74.5033,0.1609
101198,29-03-2024,75.6989,0.3139
101198,01-04-2024,74.8872,-1.0366
101198,02-04-2024,75.9943,-0.2841
101198,03-04-2024,75.07,-0.5591
101198,04-04-2024,75.7105,-0.6638
101198,05-04-2024,75.5449,0.3043
101198,08-04-2024,74.4906,-0.1497
101198,09-04-2024,73.7604,1.4464
101198,10-04-2024,75.1234,-0.9989
101198,11-04-2024,74.2633,-1.6477
101198,12-04-2024,72.8432,0.9096
101198,15-04-2024,73.894,0.1041
101198,16-04-2024,73.1242,-2.3366
101198,17-04-2024,72.458,-0.849
101198,18-04-2024,72.6574,-0.1337
101198,19-04-2024,73.7452,-0.9995
101198,22-04-2024,73.5095,0.5518
101198,23-04-2024,73.78,0.1205
101198,24-04-2024,73.2221,-1.1986
101198,25-04-2024,73.6153,-1.0213
101198,26-04-2024,73.4429,0.7202
101198,29-04-2024,73.656,0.7174
101198,30-04-2024,73.2135,0.2011
101198,01-05-2024,73.8077,0.1805
101198,02-05-2024,74.3987,-1.5527
101198,03-05-2024,74.4557,-0.992
101198,06-05-2024,73.9202,-0.3577
101198,07-05-2024,73.074,-0.72
101198,08-05-2024,74.1204,-0.108
101198,09-05-2024,73.7673,0.1563
101198,10-05-2024,73.8918,1.012
101198,13-05-2024,73.4349,-0.9414
101198,14-05-2024,74.3346,0.4686
101198,15-05-2024,73.9873,0.0264
101198,16-05-2024,73.5985,0.6044
101198,17-05-2024,73.7814,-1.3296
101198,20-05-2024,74.1028,0.3666
101198,21-05-2024,74.676,-1.8875
101198,22-05-2024,74.8558,-0.9266
101198,23-05-2024,76.1049,1.5153
101198,24-05-2024,76.1798,0.7814
101198,27-05-2024,75.7349,0.7492
101198,28-05-2024,75.8432,-0.7042
101198,29-05-2024,76.5293,3.0087
101198,30-05-2024,75.8235,0.126
101198,31-05-2024,75.2522,-0.8433
101198,03-06-2024,73.3473,1.9689
101198,04-06-2024,73.2229,0.3249
101198,05-06-2024,73.2411,-1.1114
101198,06-06-2024,71.5989,0.4445
101198,07-06-2024,71.7678,-1.3778
101198,10-06-2024,71.9294,0.6966
101198,11-06-2024,72.7323,-0.9567
101198,12-06-2024,72.9248,-1.2377
101198,13-06-2024,74.6834,-0.1084
101198,14-06-2024,75.0482,0.8567
101198,17-06-2024,74.8116,-0.4926
101198,18-06-2024,74.1138,-0.3335
101198,19-06-2024,73.6372,-0.4782
101198,20-06-2024,73.3132,-0.5276
101198,21-06-2024,73.4079,-0.7766
101198,24-06-2024,74.0255,0.5638
101198,25-06-2024,74.6787,0.722
101198,26-06-2024,73.9621,-1.0823
101198,27-06-2024,73.3871,-0.0301
101198,28-06-2024,73.0327,-0.1509
101198,01-07-2024,73.1685,-0.3156
101198,02-07-2024,72.329,0.5457
101198,03-07-2024,72.3337,-1.3651
101198,04-07-2024,72.483,0.6004
101198,05-07-2024,72.5559,-1.1652
101198,08-07-2024,73.0137,-0.2067
101198,09-07-2024,73.2403,1.2257
101198,10-07-2024,72.9623,1.1102
101198,11-07-2024,72.7661,-1.354
101198,12-07-2024,73.4149,-1.1809
101198,15-07-2024,73.8505,1.5725
101198,16-07-2024,74.6689,0.8576
101198,17-07-2024,74.8609,-0.2094
101198,18-07-2024,74.9553,0.1799
101198,19-07-2024,74.2747,0.2857
101198,22-07-2024,75.4796,2.0985
101198,23-07-2024,74.9811,-1.3609
101198,24-07-2024,75.2374,0.5201
101198,25-07-2024,75.0529,-0.1358
101198,26-07-2024,76.0393,0.5855
101198,29-07-2024,76.3557,-0.1916
101198,30-07-2024,75.5048,-0.3427
101198,31-07-2024,74.4302,0.0317
101198,01-08-2024,74.7352,-1.0817
101198,02-08-2024,73.1794,-0.3073
101198,05-08-2024,72.7621,0.4628
101198,06-08-2024,72.1961,-0.9123
101198,07-08-2024,72.2791,1.7071
101198,08-08-2024,72.5603,-1.205
101198,09-08-2024,72.6019,0.156
101198,12-08-2024,71.8425,-0.9406
101198,13-08-2024,72.6078,-0.1683
101198,14-08-2024,73.6207,-0.9512
101198,15-08-2024,73.9914,0.3115
101198,16-08-2024,75.3884,-1.6851
101198,19-08-2024,76.525,-0.696
101198,20-08-2024,76.236,-0.5761
101198,21-08-2024,76.4484,-0.0241
101198,22-08-2024,76.7362,-0.9772
101198,23-08-2024,78.2636,-1.128
101198,26-08-2024,77.9836,-0.7551
101198,27-08-2024,77.8283,0.9264
101198,28-08-2024,76.6702,0.0988
101198,29-08-2024,75.9608,1.9636
101198,30-08-2024,78.1439,-0.2086
101198,02-09-2024,78.89,1.2227
101198,03-09-2024,76.932,-1.7418
101198,04-09-2024,76.8067,-1.1103
101198,05-09-2024,77.1208,-0.674
101198,06-09-2024,78.1421,-1.2754
101198,09-09-2024,80.3365,-0.5712
101198,10-09-2024,80.1355,-0.9917
101198,11-09-2024,80.9887,0.7686
101198,12-09-2024,80.9033,0.7884
101198,13-09-2024,80.807,2.2451
101198,16-09-2024,81.3608,1.1065
101198,17-09-2024,81.8911,-0.2948
101198,18-09-2024,82.3203,0.4112
101198,19-09-2024,82.2303,-1.6902
101198,20-09-2024,81.3949,-0.4348
101198,23-09-2024,81.8279,-0.2405
101198,24-09-2024,82.5658,-1.0638
101198,25-09-2024,83.6115,-0.4836
101198,26-09-2024,83.5777,-0.776
101198,27-09-2024,83.7022,-1.6431
101198,30-09-2024,81.2594,0.2429
101198,01-10-2024,82.572,0.4418
101198,02-10-2024,81.7109,1.2695
101198,03-10-2024,81.7408,-0.0447
101198,04-10-2024,82.9241,1.1022
101198,07-10-2024,85.4991,0.4762
101198,08-10-2024,85.1731,0.1078
101198,09-10-2024,85.1046,0.6694
101198,10-10-2024,86.8852,-0.5252
101198,11-10-2024,87.2815,-0.1873
101198,14-10-2024,86.015,-0.4565
101198,15-10-2024,84.9598,-0.2044
101198,16-10-2024,84.7716,-0.5458
101198,17-10-2024,86.7136,0.0054
101198,18-10-2024,86.3173,-0.9692
101198,21-10-2024,83.9824,-0.7077
101198,22-10-2024,83.1949,1.478
101198,23-10-2024,81.9703,-0.1746
101198,24-10-2024,80.6987,1.5285
101198,25-10-2024,79.6824,-0.1516
101198,28-10-2024,78.9696,2.6742
101198,29-10-2024,78.3299,1.2077
101198,30-10-2024,78.4186,-0.0074
101198,31-10-2024,79.3047,-0.3263
101198,01-11-2024,79.5727,0.7861
101198,04-11-2024,78.1175,-0.0074
101198,05-11-2024,78.5381,1.4918
101198,06-11-2024,78.1404,-0.5312
101198,07-11-2024,78.3221,0.2723
101198,08-11-2024,77.0155,-0.237
101198,11-11-2024,75.6809,-0.321
101198,12-11-2024,75.1951,-1.0114
101198,13-11-2024,75.2585,-1.0989
101198,14-11-2024,75.3279,0.2998
101198,15-11-2024,76.2019,1.1164
101198,18-11-2024,73.1638,0.1218
101198,19-11-2024,73.9722,-0.8114
101198,20-11-2024,74.3592,-0.2336
101198,21-11-2024,75.0669,-0.0736
101198,22-11-2024,75.812,-1.1245
101198,25-11-2024,75.7816,-0.4347
101198,26-11-2024,76.6651,0.4872
101198,27-11-2024,76.9877,0.5491
101198,28-11-2024,76.5365,-1.1127
101198,29-11-2024,76.4245,-1.4187
101198,02-12-2024,77.3332,0.3892
101198,03-12-2024,78.7504,0.0084
101198,04-12-2024,78.0497,-0.5692
101198,05-12-2024,78.1679,0.8279
101198,06-12-2024,78.9001,0.5669
101198,09-12-2024,80.6372,0.3465
101198,10-12-2024,80.9906,-0.0562
101198,11-12-2024,82.3523,0.2028
101198,12-12-2024,81.9039,1.0463
101198,13-12-2024,81.6746,0.5394
101198,16-12-2024,80.613,-1.0245
101198,17-12-2024,80.5002,-1.465
101198,18-12-2024,80.5315,0.509
101198,19-12-2024,80.0295,-0.5526
101198,20-12-2024,80.2149,0.4754
101198,23-12-2024,81.6662,0.1547
101198,24-12-2024,81.2204,-0.1606
101198,25-12-2024,82.1283,-0.8518
101198,26-12-2024,81.6427,-0.1842
101198,27-12-2024,81.8817,0.1568
101198,30-12-2024,83.0319,0.477
101243,01-01-2024,81.0734,-0.7329
101243,02-01-2024,81.3894,-0.1641
101243,03-01-2024,81.9768,-0.5717
101243,04-01-2024,82.6807,-0.1732
101243,05-01-2024,83.1646,-1.4722
101243,08-01-2024,83.6639,0.1402
101243,09-01-2024,83.5798,0.2746
101243,10-01-2024,84.247,-1.0894
101243,11-01-2024,83.6548,-0.4589
101243,12-01-2024,82.8816,-2.735
101243,15-01-2024,83.7559,1.82
101243,16-01-2024,83.7155,-0.7255
101243,17-01-2024,83.7316,-0.6562
101243,18-01-2024,84.9204,0.9716
101243,19-01-2024,83.8459,0.5837
101243,22-01-2024,83.4077,0.3161
101243,23-01-2024,84.0788,0.7105
101243,24-01-2024,84.0864,-0.8555
101243,25-01-2024,85.2306,-0.2876
101243,26-01-2024,85.2717,-0.4508
101243,29-01-2024,83.4226,0.4655
101243,30-01-2024,82.9648,0.7614
101243,31-01-2024,83.7006,1.3512
101243,01-02-2024,82.999,0.8006
101243,02-02-2024,81.4288,0.0892
101243,05-02-2024,80.5778,0.7932
101243,06-02-2024,81.1865,1.9416
101243,07-02-2024,81.4888,-0.4875
101243,08-02-2024,82.8322,-0.329
101243,09-02-2024,83.1806,0.7392
101243,12-02-2024,83.9545,-0.6511
101243,13-02-2024,84.4365,-0.5854
101243,14-02-2024,85.0026,1.5888
101243,15-02-2024,84.557,1.2013
101243,16-02-2024,85.685,-0.8055
101243,19-02-2024,86.8908,-0.9716
101243,20-02-2024,85.8694,-0.5676
101243,21-02-2024,86.5641,-0.7351
101243,22-02-2024,85.722,-0.597
101243,23-02-2024,85.6206,0.8063
101243,26-02-2024,84.1943,-0.1699
101243,27-02-2024,84.3438,-1.1149
101243,28-02-2024,85.4946,0.5446
101243,29-02-2024,85.4583,-0.6927
101243,01-03-2024,86.0111,0.8386
101243,04-03-2024,86.1048,1.1248
101243,05-03-2024,84.796,-0.3359
101243,06-03-2024,85.4456,-0.267
101243,07-03-2024,84.8746,0.1004
101243,08-03-2024,85.8188,0.8441
101243,11-03-2024,83.8768,-0.8268
101243,12-03-2024,84.1715,-0.1366
101243,13-03-2024,84.5193,0.892
101243,14-03-2024,84.7797,0.0907
101243,15-03-2024,83.4395,0.4269
101243,18-03-2024,81.0876,2.2707
101243,19-03-2024,81.7399,-1.2624
101243,20-03-2024,83.1475,-0.846
101243,21-03-2024,83.9806,0.7873
101243,22-03-2024,84.3488,0.0595
101243,25-03-2024,85.2633,-1.6236
101243,26-03-2024,83.7371,-0.3313
101243,27-03-2024,83.1441,0.0883
101243,28-03-2024,82.6765,-0.9838
101243,29-03-2024,82.6653,0.4639
101243,01-04-2024,83.3084,-0.3001
101243,02-04-2024,84.1229,-2.1544
101243,03-04-2024,84.236,0.1073
101243,04-04-2024,85.0394,-0.8799
101243,05-04-2024,85.4754,-1.6056
101243,08-04-2024,85.6856,-0.8641
101243,09-04-2024,85.742,-0.2571
101243,10-04-2024,85.6443,1.0629
101243,11-04-2024,86.433,0.328
101243,12-04-2024,86.3382,-0.907
101243,15-04-2024,87.9922,1.0618
101243,16-04-2024,88.3392,0.9634
101243,17-04-2024,88.753,-0.8938
101243,18-04-2024,88.2376,-0.0228
101243,19-04-2024,86.359,1.3214
101243,22-04-2024,86.7304,-0.5952
101243,23-04-2024,86.71,-0.7894
101243,24-04-2024,87.489,-1.6269
101243,25-04-2024,85.677,0.2492
101243,26-04-2024,84.6077,1.3293
101243,29-04-2024,82.8453,-0.2734
101243,30-04-2024,83.3929,0.6157
101243,01-05-2024,84.5201,-0.9388
101243,02-05-2024,84.7669,-0.1704
101243,03-05-2024,84.3856,0.6762
101243,06-05-2024,86.0523,0.9561
101243,07-05-2024,85.594,0.0777
101243,08-05-2024,85.3433,0.1262
101243,09-05-2024,84.3333,-1.3254
101243,10-05-2024,84.8081,0.4436
101243,13-05-2024,86.1272,0.1419
101243,14-05-2024,86.0748,0.8353
101243,15-05-2024,87.0062,-0.0192
101243,16-05-2024,87.5177,-0.0859
101243,17-05-2024,86.7469,-0.7497
101243,20-05-2024,86.575,0.0672
101243,21-05-2024,86.7888,-1.2466
101243,22-05-2024,87.0041,0.9181
101243,23-05-2024,86.6506,0.614
101243,24-05-2024,86.8096,-0.144
101243,27-05-2024,86.7673,0.8741
101243,28-05-2024,86.9535,0.4318
101243,29-05-2024,87.1213,0.2227
101243,30-05-2024,87.4813,-0.6412
101243,31-05-2024,88.395,0.7507
101243,03-06-2024,89.4294,0.0371
101243,04-06-2024,88.6496,-1.0878
101243,05-06-2024,88.3052,1.0315
101243,06-06-2024,87.8596,-1.6796
101243,07-06-2024,88.6428,-0.722
101243,10-06-2024,86.8301,-0.6173
101243,11-06-2024,88.23,-0.5583
101243,12-06-2024,87.307,0.3892
101243,13-06-2024,87.8384,-1.3226
101243,14-06-2024,87.6671,1.0063
101243,17-06-2024,87.2614,0.9927
101243,18-06-2024,86.897,-1.1831
101243,19-06-2024,87.7685,0.9102
101243,20-06-2024,88.0325,-0.8409
101243,21-06-2024,88.2284,0.8958
101243,24-06-2024,87.2634,0.531
101243,25-06-2024,87.3785,1.2648
101243,26-06-2024,87.4595,0.9141
101243,27-06-2024,87.3967,0.9098
101243,28-06-2024,88.4683,0.2734
101243,01-07-2024,88.0726,0.8956
101243,02-07-2024,88.6342,0.1641
101243,03-07-2024,88.9205,0.4608
101243,04-07-2024,89.646,0.5535
101243,05-07-2024,89.476,-0.7206
101243,08-07-2024,90.9801,-0.6318
101243,09-07-2024,92.4266,1.3368
101243,10-07-2024,93.0577,-0.1569
101243,11-07-2024,93.9027,1.1432
101243,12-07-2024,94.4714,-0.4635
101243,15-07-2024,95.9642,-0.7033
101243,16-07-2024,96.3541,0.7781
101243,17-07-2024,96.6935,-1.1136
101243,18-07-2024,96.7423,0.6599
101243,19-07-2024,96.7007,0.33
101243,22-07-2024,96.8362,0.3567
101243,23-07-2024,97.4562,1.47
101243,24-07-2024,98.1706,0.9997
101243,25-07-2024,98.0115,1.3161
101243,26-07-2024,97.3875,-0.8189
101243,29-07-2024,99.922,1.2969
101243,30-07-2024,100.6845,-0.427
101243,31-07-2024,101.3431,0.3728
101243,01-08-2024,101.7893,-0.2302
101243,02-08-2024,102.8058,-0.2974
101243,05-08-2024,106.1773,-0.7214
101243,06-08-2024,105.9013,-1.4073
101243,07-08-2024,105.9754,-0.9302
101243,08-08-2024,105.6696,0.8535
101243,09-08-2024,105.26,-0.7241
101243,12-08-2024,105.9005,1.3439
101243,13-08-2024,105.0386,1.0892
101243,14-08-2024,104.5966,0.1774
101243,15-08-2024,105.2748,0.1178
101243,16-08-2024,105.5561,-1.7584
101243,19-08-2024,105.0276,-0.4972
101243,20-08-2024,104.2582,0.0784
101243,21-08-2024,105.7445,-0.1247
101243,22-08-2024,103.7894,-0.947
101243,23-08-2024,103.7495,1.484
101243,26-08-2024,104.3938,0.2928
101243,27-08-2024,105.0663,0.1713
101243,28-08-2024,105.6867,1.4733
101243,29-08-2024,105.5176,0.2676
101243,30-08-2024,104.5199,0.9815
101243,02-09-2024,107.133,-0.7631
101243,03-09-2024,106.6166,0.6589
101243,04-09-2024,106.8197,-0.4993
101243,05-09-2024,106.7055,0.4682
101243,06-09-2024,105.1372,-0.4098
101243,09-09-2024,105.7651,0.7962
101243,10-09-2024,107.3324,-0.215
101243,11-09-2024,107.8013,-0.8129
101243,12-09-2024,107.3808,-1.5645
101243,13-09-2024,106.4959,-0.4493
101243,16-09-2024,107.447,-0.0687
101243,17-09-2024,107.4331,0.9407
101243,18-09-2024,107.0042,1.2601
101243,19-09-2024,106.1694,-0.7975
101243,20-09-2024,105.8706,0.1429
101243,23-09-2024,107.2482,0.3939
101243,24-09-2024,106.7208,0.5028
101243,25-09-2024,105.5948,0.8092
101243,26-09-2024,105.3744,-0.1931
101243,27-09-2024,105.53,0.1998
101243,30-09-2024,106.0828,0.9399
101243,01-10-2024,106.2669,0.596
101243,02-10-2024,106.1952,-0.8693
101243,03-10-2024,106.7341,0.8375
101243,04-10-2024,107.4445,1.5929
101243,07-10-2024,107.4676,0.3493
101243,08-10-2024,110.1413,0.0158
101243,09-10-2024,108.8094,1.4219
101243,10-10-2024,106.481,0.4343
101243,11-10-2024,106.9514,-1.3725
101243,14-10-2024,109.7278,1.4425
101243,15-10-2024,111.3181,-0.1846
101243,16-10-2024,111.7797,0.696
101243,17-10-2024,112.0515,0.2867
101243,18-10-2024,114.3008,0.3276
101243,21-10-2024,115.2039,-0.0847
101243,22-10-2024,116.0353,1.0129
101243,23-10-2024,116.6765,0.4928
